intercambiador_id,cantidad_infraestructura,cantidad_modos,modos,nombre_referencias,radio_cluster_m,ferrocarril,subte,autobus,fluvial,tranvia,score_intercambiador
258,6,2,AUTOBUS|FERROCARRIL,Guillermo Enrique Hudson | Estación Hudson,158.94165335081257,1,0,1,0,0,47.0
259,5,2,AUTOBUS|FERROCARRIL,Carlos Spegazzini | Estación Spegazzini,84.39299564923495,1,0,1,0,0,45.0
260,5,2,AUTOBUS|FERROCARRIL,Unión Ferroviaria | Estación Unión Ferroviaria,64.01162306618825,1,0,1,0,0,45.0
261,11,2,AUTOBUS|FERROCARRIL,Temperley | Estación Temperley,193.59211874951302,1,0,1,0,0,57.0
262,14,2,AUTOBUS|FERROCARRIL,Independencia | Centro de Trasbordo González Catán | Km. 29 | VTV González Catán,186.46193156192842,1,0,1,0,0,63.0
263,5,2,AUTOBUS|FERROCARRIL,Intendente Pedro P. Turner,61.999793607049114,1,0,1,0,0,45.0
264,5,2,AUTOBUS|FERROCARRIL,Juan María Gutiérrez | Estación Gutiérrez (Sur) | Estación Gutiérrez (Norte),73.83239557561045,1,0,1,0,0,45.0
265,5,3,AUTOBUS|FERROCARRIL|TRANVIA,Presidente Illia | Laguna | a Doctor Antonio Sáenz,108.93629251673597,1,0,1,0,1,62.5
266,7,2,AUTOBUS|FERROCARRIL,José Artigas | Estación Artigas | Est. Artigas | Del Campo y 14 de Julio | Elcano y Del Campo,128.59112235460418,1,0,1,0,0,49.0
267,2,2,AUTOBUS|FERROCARRIL,Pedro Arata,2.495882849059639,1,0,1,0,0,39.0
268,2,2,AUTOBUS|FERROCARRIL,Zamudio,2.959319410291309,1,0,1,0,0,39.0
269,5,2,AUTOBUS|FERROCARRIL,Belgrano R | Freire y La Pampa | Estación Belgrano R,100.34775029022636,1,0,1,0,0,45.0
270,7,2,AUTOBUS|FERROCARRIL,Bernal | Estación Bernal | Uriburu y Sáenz Peña,88.98519071798776,1,0,1,0,0,49.0
271,3,2,AUTOBUS|FERROCARRIL,Doctor Luis María Drago,5.966325155220043,1,0,1,0,0,41.0
272,67,2,AUTOBUS|FERROCARRIL,Luis María Saavedra | Balbín y Mariano Acha | Donado y Balbín | Parque Sarmiento | Donado y Deheza | Pico y Valdenegro | Pico y Lugones | Pico y Machain | Balbín y General Paz | Balbín y Donado,852.911685946001,1,0,1,0,0,65.0
273,3,2,AUTOBUS|FERROCARRIL,Coghlan,5.764522547830317,1,0,1,0,0,41.0
274,2,2,AUTOBUS|FERROCARRIL,Acassuso | Accasuso,11.94763192338317,1,0,1,0,0,39.0
275,7,2,AUTOBUS|TRANVIA,Centro Cívico Lugano | Barrio Savio | Centro Cívico | Soldado de la Frontera y Conrado Villegas | Soldado de la Frontera 5200,172.09631993803563,0,0,1,0,1,49.0
276,4,2,AUTOBUS|TRANVIA,Pola,4.59250614518792,0,0,1,0,1,43.0
277,4,2,AUTOBUS|FERROCARRIL,Empalme Lobos,50.2352864611592,1,0,1,0,0,43.0
278,4,2,AUTOBUS|FERROCARRIL,Los Cardales | Estacion Los Cardales,42.213634753978994,1,0,1,0,0,43.0
279,3,2,AUTOBUS|FERROCARRIL,Altamira,13.650659822194527,1,0,1,0,0,41.0
280,8,2,AUTOBUS|FERROCARRIL,"Kilómetro 34,5 | Parada Km 34,500 | Ezeiza y Eduardo Costa | Costa y Bettinoti | Bettinoti y Costa | Bettinoti y Benavente",236.6124713973207,1,0,1,0,0,51.0
281,9,2,AUTOBUS|FERROCARRIL,Agustín Ferrari | Balbín y Los Jazmines | Balbín y Las Violetas | Estación Ferrari | Ducasse y 20 de Junio,184.32459782255646,1,0,1,0,0,53.0
282,4,2,AUTOBUS|FERROCARRIL,Vicente Casares | Estación Vicente Casares,35.678312516780935,1,0,1,0,0,43.0
283,5,2,AUTOBUS|FERROCARRIL,Hospitales | Hospitales - Ringo Bonavena | Uspallata y Almafuerte,65.35067815045335,1,0,1,0,0,45.0
284,11,3,AUTOBUS|FERROCARRIL|SUBTE,Triunvirato y Juramento | Triunvirato y La Pampa | Echeverría | La Pampa | Echeverría y Triunvirato | La Pampa y Triunvirato | Triunvirato y Echeverría | Línea B,231.6185921598993,1,1,1,0,0,74.5
285,8,2,AUTOBUS|FERROCARRIL,Libertador y Roma | Libertador | Estacion Libertador | Tren de la Costa,140.52340259010936,1,0,1,0,0,51.0
286,5,2,AUTOBUS|FERROCARRIL,Mariano Acosta | Estación Mariano Acosta,35.91300209946702,1,0,1,0,0,45.0
287,5,2,AUTOBUS|FERROCARRIL,Manzanares | Estación Manzanares Norte | Estación Manzanares Sur,82.41096999718765,1,0,1,0,0,45.0
288,5,2,AUTOBUS|FERROCARRIL,Presidente Derqui | Estación Derqui | Estación Presidente Derqui,75.38112745033474,1,0,1,0,0,45.0
289,3,2,AUTOBUS|FERROCARRIL,Sol y Verde,7.053225492311496,1,0,1,0,0,41.0
290,2,2,AUTOBUS|FERROCARRIL,Pedro Arata,2.4806357793447935,1,0,1,0,0,39.0
291,10,2,AUTOBUS|FERROCARRIL,Estación Lisandro de la Torre | Lacroze y Migueletes | Migueletes y Teodoro García | Avenida Olleros | Lisandro de la Torre | Libertador y Teodoro García,236.6632880367105,1,0,1,0,0,55.0
292,2,2,AUTOBUS|FERROCARRIL,Medicina,0.3653747676884082,1,0,1,0,0,39.0
293,2,2,AUTOBUS|FERROCARRIL,Periodismo,0.5589389593447823,1,0,1,0,0,39.0
294,4,2,AUTOBUS|FERROCARRIL,Hospital Español,56.8085782131806,1,0,1,0,0,43.0
295,8,2,AUTOBUS|FERROCARRIL,María Eva Duarte | Est. Eva Duarte | Ruta 21 y Colegiales,204.13592601195634,1,0,1,0,0,51.0
296,32,2,AUTOBUS|FERROCARRIL,El Libertador | Nueva York y San Martín | Avenida San Martín | Beiró y Campana | Beiró y San Martín | Del Carril y Campana | Cuenca y Beiró | Habana y Campana | Morán y Campana | Morán y San Martín,663.3535565752398,1,0,1,0,0,65.0
297,12,2,AUTOBUS|FERROCARRIL,Quilmes | Avenida Hipólito Yrigoyen 575-599 | Estación Quilmes,218.65213050420638,1,0,1,0,0,59.0
298,16,2,AUTOBUS|FERROCARRIL,Instituto Santa Ana | Barrancas de Belgrano | Estación Belgrano C | Juramento y Montañeses | Juramento y Libertador | Barrio Chino | Belgrano C | Juramento | Echeverría y Montañeses,236.6624239096905,1,0,1,0,0,65.0
299,5,2,AUTOBUS|FERROCARRIL,Alejandro Petión | Estación Petión,125.39734496655821,1,0,1,0,0,45.0
300,5,2,AUTOBUS|TRANVIA,Ana Díaz | Larrazábal,84.27122887013763,0,0,1,0,1,45.0
301,16,2,AUTOBUS|FERROCARRIL,Florencio Varela | Perón y Pringles | Pringles y Perón | Lavalle y Entre Rios | Fonrouge y Lavalle | Estación Varela (Sur) | Belgrano y López y Planes,293.75585260487287,1,0,1,0,0,65.0
302,3,2,AUTOBUS|FERROCARRIL,Bosques,7.4772434175911195,1,0,1,0,0,41.0
303,6,2,AUTOBUS|FERROCARRIL,Santa Sofía | Estación Santa Sofía,140.46416821274408,1,0,1,0,0,47.0
304,3,2,AUTOBUS|FERROCARRIL,Ingeniero Dante Ardigó,6.123551061708804,1,0,1,0,0,41.0
305,4,2,AUTOBUS|FERROCARRIL,La Fraternidad,94.50163215427496,1,0,1,0,0,43.0
306,17,2,AUTOBUS|FERROCARRIL,Estación Beccar | Beccar | Est. Beccar | Centenario y General Mosconi | Intendente Neyer / F. Varela | Posadas / Sarandí | Centenario y Posadas | Centenario y Mosconi | Centenario y Florencio Varela | Centenario y Lonardi,468.04792581309044,1,0,1,0,0,65.0
307,8,2,AUTOBUS|FERROCARRIL,Claypole,125.64291482926855,1,0,1,0,0,51.0
308,5,2,AUTOBUS|FERROCARRIL,Manuel B. Gonnet | Manuel Bernardo Gonnet | Estación Gonnet,76.46772415911413,1,0,1,0,0,45.0
309,3,2,AUTOBUS|FERROCARRIL,Santa Catalina,7.6955076023914275,1,0,1,0,0,41.0
310,15,2,AUTOBUS|FERROCARRIL,Ciudadela | Rivadavia y Porrini | Rivadavia y Alianza | Juana de Arco y 25 de Mayo | Estación Ciudadela | Payador Castro y Rivadavia | Maldonado y Rivadavia | Santa Juana de Arco y Chacabuco | Vieytes y Rivadavia,346.73509700932806,1,0,1,0,0,65.0
311,25,2,AUTOBUS|FERROCARRIL,San Miguel | Plaza San Miguel | Tribulato y Perón | Perón y España | Est. San Miguel | Perón y Tribulato | Sarmiento y Tribulato | Balbín y Perón | Tribulato y Paunero | Alem y Tribulato,289.75897830698057,1,0,1,0,0,65.0
312,4,2,AUTOBUS|FERROCARRIL,Ricardo Levene | Estación Ricardo Levene,78.01564808306208,1,0,1,0,0,43.0
313,3,2,AUTOBUS|FERROCARRIL,Lozano,14.37738634680317,1,0,1,0,0,41.0
314,4,2,AUTOBUS|FERROCARRIL,Estación Zeballos | Estanislao S. Zeballos,110.20095476548678,1,0,1,0,0,43.0
315,9,2,AUTOBUS|SUBTE,Santa Fe y Carranza | Regimiento de Patricios | Terminal Plaza Falucho | Fitz Roy y Charcas | Fitz Roy | Plaza Falucho | Línea D,175.19059470636424,0,1,1,0,0,53.0
316,14,2,AUTOBUS|FERROCARRIL,71 y 7 | 7 y 72 | 72 y 5 | 72 y 6 | 72 y 7 | 7 y 70 | Avenida 7,274.4405676409993,1,0,1,0,0,63.0
317,21,2,AUTOBUS|FERROCARRIL,Estación terminal | 71 y 17 | 70 y 19 | 71 y 18 | 19 y 70 | 71 y 19 | Estación Meridiano V | 72 y 18 | 72 y 19 | 19 y 71,245.93556896838092,1,0,1,0,0,65.0
318,37,2,AUTOBUS|FERROCARRIL,72 y 21 | 22 y 72 | 74 y 21 | 72 y 23 | 22 y 73 | 23 y 72 | 74 y 22 | 22 y 74 | 24 y 72 | 23 y 74,594.8345241575079,1,0,1,0,0,65.0
319,9,2,AUTOBUS|SUBTE,Pringles y Córdoba | Cabrera y Pringles | Gascón y Córdoba | Cabrera y Gascón | Córdoba y Palestina | Córdoba y Lavalleja | Gascón y Gorriti | Club Hacoaj | Línea B,232.5786255609551,0,1,1,0,0,53.0
320,9,2,AUTOBUS|SUBTE,Florida | Córdoba 400 | Córdoba y Esmeralda | Maipú | Galerías Pacífico | Avenida Córdoba | Línea C,263.3055154067361,0,1,1,0,0,53.0
321,3,2,AUTOBUS|FERROCARRIL,Kloosterman,5.582379849642147,1,0,1,0,0,41.0
322,6,2,AUTOBUS|FERROCARRIL,72 y 11 | Circunvalación,104.98215121176104,1,0,1,0,0,47.0
323,7,2,AUTOBUS|FERROCARRIL,31 y 60 | 31 y 61 | 31 y 62 | Avenida 60,183.60900380346087,1,0,1,0,0,49.0
324,5,2,AUTOBUS|FERROCARRIL,31 y 66 | 31 y 67 | Avenida 66,100.56660348395876,1,0,1,0,0,45.0
325,7,2,AUTOBUS|FERROCARRIL,31 y 71 | 72 y 30 | Cementerio,138.2362393597282,1,0,1,0,0,49.0
326,3,2,AUTOBUS|TRANVIA,Nicolás Descalzi,4.68963632007526,0,0,1,0,1,41.0
327,9,2,AUTOBUS|FERROCARRIL,Plaza San Martín | General San Martín | Santa Fe y Esmeralda | Santa Fe y Maipú | Avenida Santa Fe | Palacio Paz,121.17524126796773,1,0,1,0,0,53.0
328,3,2,AUTOBUS|FERROCARRIL,Ciudad Universitaria,7.780048672670652,1,0,1,0,0,41.0
329,4,2,AUTOBUS|TRANVIA,Escalada,38.15355902819199,0,0,1,0,1,43.0
330,9,2,AUTOBUS|FERROCARRIL,Campion y Forest | Forest y Alico | Sánchez de Mendeville | Estación Mendeville | Bufano y Alico,160.20318884625982,1,0,1,0,0,53.0
331,11,2,AUTOBUS|FERROCARRIL,Tortuguitas | Directorio y Misiones | Directorio y Lynch | Tortuguitas a Retiro | Tortuguitas a Villa Rosa,220.15679044548003,1,0,1,0,0,57.0
332,3,2,AUTOBUS|FERROCARRIL,Caballito,7.987719381541644,1,0,1,0,0,41.0
333,3,2,AUTOBUS|FERROCARRIL,Speratti,4.851078899280425,1,0,1,0,0,41.0
334,5,2,AUTOBUS|FERROCARRIL,Villa de Luján y 29 de Septiembre | Terminal Norte | Norte,101.11551136745045,1,0,1,0,0,45.0
335,5,2,AUTOBUS|FERROCARRIL,29 de Septiembre y Villarino | 29 de Septiembre y Bidegain | Empalme Bosque,66.15563164812981,1,0,1,0,0,45.0
336,11,2,AUTOBUS|FERROCARRIL,Delta | 721 | Puerto de Frutos | Tren de la Costa,307.8017766279561,1,0,1,0,0,57.0
337,5,2,AUTOBUS|FERROCARRIL,Cecilia Grierson a Villa Rosa | Cecilia Grierson | Cecilia Grierson a Retiro,44.120151401048176,1,0,1,0,0,45.0
338,2,2,AUTOBUS|FLUVIAL,Terminal Fluviomarítima Colonia,50.71396437635931,0,0,1,1,0,39.0
339,5,2,AUTOBUS|FERROCARRIL,Hospital Ezeiza | Ruta 205 y Las Lilas,95.47368192457908,1,0,1,0,0,45.0
340,19,3,AUTOBUS|FERROCARRIL|TRANVIA,Pedro Goyena y Emilio Mitre | Emilio Mitre | Goyena y Víctor Martínez | Goyena y V. Martínez | Tramway Histórico de Buenos Aires | Directorio y Emilio Mitre | Parque Chacabuco | Avenida Eva Perón | Mitre y Directorio | Taller Polvorín,385.7343423788175,1,0,1,0,1,82.5
341,4,2,AUTOBUS|FLUVIAL,721 | Turismo Las Palmas | Tigre Trans | Cooperativa Transdelta,81.29656290460672,0,0,1,1,0,43.0
342,4,2,AUTOBUS|FERROCARRIL,Hipólito Yrigoyen,23.78958167154067,1,0,1,0,0,43.0
343,6,2,AUTOBUS|FERROCARRIL,General Las Heras | Estación Las Heras,77.64205174444673,1,0,1,0,0,47.0
344,5,2,AUTOBUS|FERROCARRIL,Zelaya | Estación Zelaya | Vicente Arroyo y Carrión,103.32896947678103,1,0,1,0,0,45.0
345,2,2,AUTOBUS|FERROCARRIL,Domselaar,6.42559725606997,1,0,1,0,0,39.0
346,4,2,AUTOBUS|TRANVIA,Parque de la Ciudad,4.733054617957486,0,0,1,0,1,43.0
347,4,2,AUTOBUS|FERROCARRIL,Doctor Antonio Sáenz | Perito Moreno y Maderna | Andenes 3&4 | Andén 5,129.94475580018423,1,0,1,0,0,43.0
348,3,2,AUTOBUS|SUBTE,Autopista Dellepiane | Acosta y Zuviría | Línea E,92.1236608169943,0,1,1,0,0,41.0
349,3,2,AUTOBUS|SUBTE,Del Barco Centenera y Zuviría | Centenera y Zuviría | Línea E,69.97447964246794,0,1,1,0,0,41.0
350,3,2,AUTOBUS|SUBTE,Directorio y Senillosa | Directorio y Doblas | Línea E,90.60188543668556,0,1,1,0,0,41.0
351,2,2,AUTOBUS|FLUVIAL,Buenos Aires | Colonia Express,18.89972424347318,0,0,1,1,0,39.0
352,2,2,AUTOBUS|FLUVIAL,,11.355721373706501,0,0,1,1,0,39.0
353,3,2,AUTOBUS|FERROCARRIL,Maquinista Ricardo Cal | Apeadero Maquinista Cal,46.59728150280133,1,0,1,0,0,41.0
354,3,2,AUTOBUS|FERROCARRIL,Elcano y Saenz Peña | Pedro de Mendoza y Saenz Peña | Tren de la Costa,37.1468627125883,1,0,1,0,0,41.0
355,4,2,AUTOBUS|FERROCARRIL,Hospital Cuenca Alta Néstor Kirchner,52.325491811637946,1,0,1,0,0,43.0
356,2,2,AUTOBUS|FLUVIAL,Terminal de Cruceros | Terminal de Cruceros Quinquela Martín,44.518851707584155,0,0,1,1,0,39.0
357,2,2,AUTOBUS|FERROCARRIL,Destilería,1.9890498891441535,1,0,1,0,0,39.0
358,4,2,AUTOBUS|SUBTE,Terminal de Ómnibus Dellepiane | Línea E,83.59895580490618,0,1,1,0,0,43.0
