osm_type,osm_id,osm_key,nombre,nombre_normalizado,operador,tipo_infraestructura,modo_principal,categoria_intermodal,capacidad,railway,amenity,public_transport,network,brand,operator,ref,wikidata,website,osm_ids,cantidad_elementos_osm,es_ferrocarril,es_subte,es_autobus,es_fluvial,es_tranvia,es_multimodal,score_infraestructura
node,3651119570,node/3651119570,San Isidro C,san isidro c,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"30418815,3448079332,3651119570",3,1,0,0,0,0,0,1.0
node,2809270698,node/2809270698,Martínez,martinez,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"2809270698,30419055,3448079323",3,1,0,0,0,0,0,1.0
node,2809271009,node/2809271009,La Lucila,la lucila,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"2809271009,30419059,3448079322",3,1,0,0,0,0,0,1.0
node,2809271021,node/2809271021,Olivos,olivos,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"2809271021,30419065,3448079325",3,1,0,0,0,0,0,1.0
node,3448079333,node/3448079333,Vicente López,vicente lopez,,ESTACION_FERROVIARIA,FERROCARRIL,FERROVIARIO,,station,,station,,,,,,,"2809271037,30419070,3448079333",3,1,0,0,0,0,0,1.0
node,3448079330,node/3448079330,Rivadavia,rivadavia,Trenes Argentinos,ESTACION_FERROVIARIA,FERROCARRIL,FERROVIARIO,,station,,station,Mitre,,Trenes Argentinos,,Q5844527,,"30419076,3338709509,3448079330",3,1,0,0,0,0,0,1.0
node,2809270635,node/2809270635,Virreyes,virreyes,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"2809270635,31065496,3448079335",3,1,0,0,0,0,0,1.0
node,31065589,node/31065589,Tigre,tigre,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"1544877302,1592647425,31065589,4760953050,5082857930",5,1,0,0,0,0,0,1.0
node,2809270617,node/2809270617,Carupá,carupa,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"2809270617,31065595,3448079320",3,1,0,0,0,0,0,1.0
node,4865564995,node/4865564995,Chorroarín y Ávalos,chorroarin y avalos,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"10679730360,10679730361,4865564995,82565681",4,0,0,0,0,0,0,0.0
node,82582305,node/82582305,Estación Urquiza,estacion urquiza,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3268338454,82582305,9676169115,9676169116",4,0,0,0,0,0,0,0.0
node,84556661,node/84556661,Colegiales,colegiales,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"1592676198,3449432058,84556661",3,1,0,0,0,0,0,1.0
node,2151543858,node/2151543858,Pueyrredón,pueyrredon,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"2151543858,84557448",2,1,0,0,0,0,0,1.0
node,1534661450,node/1534661450,Devoto,devoto,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"1534661450,2623925327,2623937705,3451071465,89332696",5,1,0,0,0,0,0,1.0
node,1534667821,node/1534667821,Sáenz Peña,saenz pena,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"1534667821,2623943634,2623943655,3451071476,89332701",5,1,0,0,0,0,0,1.0
node,5122685094,node/5122685094,Borges,borges,Trenes Argentinos,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,halt,,station,Mitre,,Trenes Argentinos,,Q5841190,,"108260640,5122685094,925962341",3,1,0,0,0,0,0,1.0
node,1432924995,node/1432924995,Juan Anchorena,juan anchorena,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"108260648,1432924995,5123250007",3,1,0,0,0,0,0,1.0
node,108260652,node/108260652,Punta Chica,punta chica,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"108260652,2561133552,5123249958",3,1,0,0,0,0,0,1.0
node,108267209,node/108267209,San Isidro R,san isidro r,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"108267209,2169675628,5123249990",3,1,0,0,0,0,0,1.0
node,5295008022,node/5295008022,Paseo de las Américas,paseo de las americas,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"177188680,5295008021,5295008022,5295008023",4,0,0,0,0,0,0,0.0
node,10910591145,node/10910591145,Humberto I,humberto i,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"10910591139,10910591145,10910591153,10910591154,10910591159,10910591160,1493476694,180484518",8,0,0,0,0,0,0,0.0
node,181154481,node/181154481,Plaza Alemania,plaza alemania,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"181154481,3451485317",2,0,0,0,0,0,0,0.0
node,196280578,node/196280578,Libertador y Virrey del Pino,libertador y virrey del pino,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"196280578,3115195264",2,0,0,0,0,0,0,0.0
node,6839233080,node/6839233080,Patricias Argentinas y Ángel Gallardo,patricias argentinas y angel gallardo,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"199475764,5397451191,5397451192,6839233080",4,0,0,0,0,0,0,0.0
node,7111375295,node/7111375295,Montes de Oca y Uspallata,montes de oca y uspallata,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"206114760,7111375294,7111375295,7111375296",4,0,0,0,0,0,0,0.0
node,4241980347,node/4241980347,Liniers,liniers,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"206140261,3456010440,4241980347",3,1,0,0,0,0,0,1.0
node,4395479483,node/4395479483,Merlo,merlo,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"2156890391,229726742,4395479481,4395479482,4395479483,4426055116,4426055117",7,1,0,0,0,0,0,1.0
node,4395753106,node/4395753106,Castelar,castelar,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"1531591207,229732978,3456062990,4395753105,4395753106",5,1,0,0,0,0,0,1.0
node,229738335,node/229738335,Morón,moron,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,229738335,1,1,0,0,0,0,0,1.0
node,235308234,node/235308234,Villa Soldati,villa soldati,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"235308234,2625247131,3456160727",3,1,0,0,0,0,0,1.0
node,235308236,node/235308236,Presidente Illia,presidente illia,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,235308236,1,1,0,0,0,0,0,1.0
node,13778797294,node/13778797294,Hospital Churruca,hospital churruca,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"13778797294,237232032",2,0,0,0,0,0,0,0.0
node,13778797295,node/13778797295,Hospital Churruca,hospital churruca,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"13778797295,237232089",2,0,0,0,0,0,0,0.0
node,239629296,node/239629296,Flores,flores,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"2303070857,239629296,3456010438",3,1,0,0,0,0,0,1.0
node,1107910423,node/1107910423,Lynch,lynch,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"1107910423,241976115",2,0,0,0,0,0,0,0.0
node,243784701,node/243784701,Avelino Díaz y General Paz,avelino diaz y general paz,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"243784701,3678216655",2,0,0,0,0,0,0,0.0
node,2625250499,node/2625250499,Villa Lugano,villa lugano,Belgrano Sur,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,Belgrano Sur,,,,,,"244374463,2625250499",2,1,0,0,0,0,0,1.0
node,1537319504,node/1537319504,Sarandí,sarandi,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"1537319504,244466134,3470109454",3,1,0,0,0,0,0,1.0
node,2720666892,node/2720666892,Berazategui,berazategui,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"244466243,2720666892,3470109415",3,1,0,0,0,0,0,1.0
node,2724186938,node/2724186938,Plátanos,platanos,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"244466253,2724186938,3474069527",3,1,0,0,0,0,0,1.0
node,2724204843,node/2724204843,Pereyra,pereyra,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"244466442,2724204843,5224057478",3,1,0,0,0,0,0,1.0
node,2704783815,node/2704783815,Villa Elisa,villa elisa,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"244466451,2704783815,631992452",3,1,0,0,0,0,0,1.0
node,5225077075,node/5225077075,Ringuelet,ringuelet,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"244466479,3474069536,5225077075",3,1,0,0,0,0,0,1.0
node,244466492,node/244466492,Tolosa,tolosa,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"244466492,2792663733,3474069537",3,1,0,0,0,0,0,1.0
node,244468506,node/244468506,Glew,glew,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"2246391579,244468506,2894529433,4624330523",4,1,0,0,0,0,0,1.0
node,244469121,node/244469121,Ezeiza,ezeiza,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"1544129249,1544129257,244469121,3657114483,3657114484",5,1,0,0,0,0,0,1.0
node,244470114,node/244470114,Marinos del Fournier,marinos del fournier,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"244470114,2625268742,3458396951",3,1,0,0,0,0,0,1.0
node,2078233094,node/2078233094,Peaje Buen Ayre,peaje buen ayre,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"2078233094,244471255",2,0,0,0,0,0,0,0.0
node,244472245,node/244472245,William Morris,william morris,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"244472245,2608541077",2,1,0,0,0,0,0,1.0
node,244472275,node/244472275,Villa Astolfi,villa astolfi,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"244472275,2812204843,3451071477",3,1,0,0,0,0,0,1.0
node,3238748420,node/3238748420,General Lemos,general lemos,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"244472378,3238748420,3451129266",3,1,0,0,0,0,0,1.0
node,1532790433,node/1532790433,Juan B. de La Salle,juan b. de la salle,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"1532790433,244472386,3451129270",3,1,0,0,0,0,0,1.0
node,11553116505,node/11553116505,Saldías,saldias,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"11553116505,244472670,3451041825",3,1,0,0,0,0,0,1.0
node,3169259671,node/3169259671,Balbastro,balbastro,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"244886854,3169259671",2,0,0,0,0,0,0,0.0
node,244886875,node/244886875,Mariano Acosta,mariano acosta,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"244886875,3168492645",2,0,0,0,0,0,0,0.0
node,244886882,node/244886882,Nuestra Señora de Fátima,nuestra senora de fatima,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"244886882,3168492646",2,0,0,0,0,0,0,0.0
node,3168223875,node/3168223875,Gabino Ezeiza,gabino ezeiza,,PARADA_TRANVIA,TRANVIA,FERROVIARIO,,tram_stop,,stop_position,,,,,,,"244887001,3168223875,5328561822",3,0,0,0,0,1,0,0.8
node,3450206071,node/3450206071,Juan B. Justo,juan b. justo,Trenes Argentinos Operadora Ferroviaria,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,halt,,station,Mitre,,Trenes Argentinos Operadora Ferroviaria,,Q5842921,,"2177794157,247764917,3450206071",3,1,0,0,0,0,0,1.0
node,2189091110,node/2189091110,Las Barrancas,las barrancas,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"2189091110,247764953,5123249964",3,1,0,0,0,0,0,1.0
node,2986079633,node/2986079633,Avenida General Paz,avenida general paz,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"247909592,2986079633",2,0,0,0,0,0,0,0.0
node,5295007404,node/5295007404,Rodizzio,rodizzio,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"247921769,5295007404",2,0,0,0,0,0,0,0.0
node,247921785,node/247921785,Parque de la Memoria,parque de la memoria,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"247921785,5295007993,5295007994,5295007995",4,0,0,0,0,0,0,0.0
node,247921796,node/247921796,Pabellón 1 / Parque Norte,pabellon 1 / parque norte,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"247921796,2805247001",2,0,0,0,0,0,0,0.0
node,4072589483,node/4072589483,Rotonda de Alpargatas,rotonda de alpargatas,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12635091862,2337643974,248188459,248188461,2664669429,4037367248,4072589483",7,0,0,0,0,0,0,0.0
node,4110714185,node/4110714185,Puente 12,puente 12,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"249802328,4110714185",2,0,0,0,0,0,0,0.0
node,2980462430,node/2980462430,Villa Madero,villa madero,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"249807463,2980462430",2,0,0,0,0,0,0,0.0
node,250418499,node/250418499,Tierras Altas,tierras altas,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"250418499,2799854876,3451041827",3,1,0,0,0,0,0,1.0
node,250419066,node/250419066,Don Torcuato,don torcuato,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"250419066,2799179494,3451041817,7970050377",4,1,0,0,0,0,0,1.0
node,250419071,node/250419071,Vicealmirante Montes,vicealmirante montes,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"250419071,2799173798,3451041829",3,1,0,0,0,0,0,1.0
node,2798478753,node/2798478753,Boulogne Sur Mer,boulogne sur mer,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"250419195,2798478753,3451041814,7901443604",4,1,0,0,0,0,0,1.0
node,2798173876,node/2798173876,Villa Adelina,villa adelina,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"250419200,2798173876,3451041830",3,1,0,0,0,0,0,1.0
node,3451119092,node/3451119092,Munro,munro,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"250419216,2796379112,3451041822,3451119092",4,1,0,0,0,0,0,1.0
node,2796206433,node/2796206433,Padilla,padilla,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"250419221,2796206433,3451041824",3,1,0,0,0,0,0,1.0
node,250420083,node/250420083,Del Viso a Villa Rosa,del viso a villa rosa,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,250420083,1,1,0,0,0,0,0,1.0
node,250420087,node/250420087,Manuel Alberti a Villa Rosa,manuel alberti a villa rosa,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,250420087,1,1,0,0,0,0,0,1.0
node,12845260810,node/12845260810,Ruta 8 y Haendel,ruta 8 y haendel,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12845260810,252059073",2,0,0,0,0,0,0,0.0
node,256021435,node/256021435,Floresta,floresta,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"256021435,2627520451,3456010439",3,1,0,0,0,0,0,1.0
node,3450210484,node/3450210484,Bartolomé Mitre,bartolome mitre,Trenes Argentinos Operadora Ferroviaria,ESTACION_FERROVIARIA,FERROCARRIL,FERROVIARIO,,station,,station,Mitre,,Trenes Argentinos Operadora Ferroviaria,,Q5841066,,"2151797201,256023515,3450210484",3,1,0,0,0,0,0,1.0
node,2561085079,node/2561085079,Avenida Maipú,avenida maipu,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"256023519,2561085079,5122694827",3,1,0,0,0,0,0,1.0
node,256207137,node/256207137,Intendente Saguier,intendente saguier,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,256207137,1,0,0,0,0,0,0,0.0
node,1547493461,node/1547493461,3 de Febrero,3 de febrero,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"1547493461,256238796,3449432068",3,1,0,0,0,0,0,1.0
node,1531591243,node/1531591243,Villa Luro,villa luro,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"1531591243,256241424,3456010441",3,1,0,0,0,0,0,1.0
node,256241752,node/256241752,Primera Junta,primera junta,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"256241752,3449178933,3449220580",3,1,0,0,0,0,0,1.0
node,5281196398,node/5281196398,Plaza de los Virreyes - Eva Perón,plaza de los virreyes - eva peron,Emova Movilidad S.A.,ESTACION_FERROVIARIA,FERROCARRIL,FERROVIARIO,,station,,station,Subte de Buenos Aires,,Emova Movilidad S.A.,,Q3297032,,"256241853,3769565488,5281196398",3,1,0,0,0,0,0,1.0
node,5281196403,node/5281196403,Varela,varela,Emova Movilidad S.A.,ESTACION_FERROVIARIA,FERROCARRIL,FERROVIARIO,,station,,station,Subte de Buenos Aires,,Emova Movilidad S.A.,,Q3296869,,"256241854,3769565521,5281196403",3,1,0,0,0,0,0,1.0
node,3769565487,node/3769565487,Medalla Milagrosa,medalla milagrosa,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"256241945,3769565487,5281196408",3,1,0,0,0,0,0,1.0
node,256241968,node/256241968,José María Moreno,jose maria moreno,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"256241968,3769671018,5281196822",3,1,0,0,0,0,0,1.0
node,3772176437,node/3772176437,Avenida La Plata,avenida la plata,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"256241985,3769671012,3772176437",3,1,0,0,0,0,0,1.0
node,3772176438,node/3772176438,Boedo,boedo,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"256242013,3769671013,3772176438",3,1,0,0,0,0,0,1.0
node,256242017,node/256242017,Jujuy,jujuy,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"256242017,3769671019,5278916451",3,1,0,0,0,0,0,1.0
node,3772115987,node/3772115987,Humberto I,humberto i,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"256242045,3772115987,3962440381",3,1,0,0,0,0,0,1.0
node,256242056,node/256242056,Pichincha,pichincha,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"256242056,3769671020,5278916461",3,1,0,0,0,0,0,1.0
node,256242062,node/256242062,Entre Ríos - Rodolfo Walsh,entre rios - rodolfo walsh,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"256242062,3769671016,4706146861",3,1,0,0,0,0,0,1.0
node,3633342719,node/3633342719,Constitución,constitucion,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"256242125,3263753533,3633342719",3,1,0,0,0,0,0,1.0
node,3633340474,node/3633340474,San Juan,san juan,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"256242143,3633340474,3633340475",3,1,0,0,0,0,0,1.0
node,3769703986,node/3769703986,Independencia - Santa Mama Antula,independencia - santa mama antula,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"256242144,3769703986,3769736949",3,1,0,0,0,0,0,1.0
node,3633340417,node/3633340417,Independencia (C),independencia (c),,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"256242160,3633340417",2,1,0,0,0,0,0,1.0
node,256242170,node/256242170,Belgrano,belgrano,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"256242170,3769703984,5206871928",3,1,0,0,0,0,0,1.0
node,256242187,node/256242187,Plaza de Mayo,plaza de mayo,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"256242187,3449178932,3449235015",3,1,0,0,0,0,0,1.0
node,256242188,node/256242188,Bolívar,bolivar,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"256242188,3769703985,5206871927",3,1,0,0,0,0,0,1.0
node,256242204,node/256242204,Perú,peru,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"256242204,3449178929,3449235013",3,1,0,0,0,0,0,1.0
node,3475502802,node/3475502802,9 de Julio,9 de julio,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"256242248,3475502801,3475502802",3,1,0,0,0,0,0,1.0
node,3633340413,node/3633340413,Diagonal Norte,diagonal norte,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"256242251,3633340412,3633340413",3,1,0,0,0,0,0,1.0
node,256242264,node/256242264,Florida,florida,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"256242264,3407636970,4407302011",3,1,0,0,0,0,0,1.0
node,5278923154,node/5278923154,General Urquiza,general urquiza,Emova Movilidad S.A.,ESTACION_FERROVIARIA,FERROCARRIL,FERROVIARIO,,station,,station,Subte de Buenos Aires,,Emova Movilidad S.A.,,Q3296723,,"256242276,3769671017,5278923154",3,1,0,0,0,0,0,1.0
node,256242279,node/256242279,Leandro N. Alem,leandro n. alem,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"256242279,3407636972,5267306824",3,1,0,0,0,0,0,1.0
node,3475502799,node/3475502799,Tribunales - Teatro Colón,tribunales - teatro colon,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"256242329,3475502799,3475502800",3,1,0,0,0,0,0,1.0
node,3475502525,node/3475502525,Callao - Raquel Liberman,callao - raquel liberman,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"256242364,3475502525",2,1,0,0,0,0,0,1.0
node,3475502529,node/3475502529,Facultad de Medicina,facultad de medicina,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"256242392,3475502529,3475502530",3,1,0,0,0,0,0,1.0
node,3475502523,node/3475502523,Bulnes,bulnes,Emova Movilidad S.A.,ESTACION_FERROVIARIA,FERROCARRIL,FERROVIARIO,,station,,station,Subte de Buenos Aires,,Emova Movilidad S.A.,,Q3296614,,"256242446,3475502522,3475502523",3,1,0,0,0,0,0,1.0
node,3475502798,node/3475502798,Scalabrini Ortiz,scalabrini ortiz,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"256242470,3475502797,3475502798",3,1,0,0,0,0,0,1.0
node,3475502541,node/3475502541,Pueyrredón,pueyrredon,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"256242477,3475502541",2,1,0,0,0,0,0,1.0
node,3475502520,node/3475502520,Agüero,aguero,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"256242478,3475502520,5272846982",3,1,0,0,0,0,0,1.0
node,3475502539,node/3475502539,Plaza Italia,plaza italia,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"256242488,3475502538,3475502539",3,1,0,0,0,0,0,1.0
node,3475502537,node/3475502537,Palermo,palermo,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"256242491,3475502536,3475502537",3,1,0,0,0,0,0,1.0
node,3449432063,node/3449432063,Ministro Carranza,ministro carranza,Trenes Argentinos Operadora Ferroviaria,ESTACION_FERROVIARIA,FERROCARRIL,FERROVIARIO,,station,,station,Mitre,,Trenes Argentinos Operadora Ferroviaria,,Q5843757,,"256242572,3449432063,3475502533,3475502534",4,1,0,0,0,0,0,1.0
node,3475502535,node/3475502535,Olleros,olleros,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"256242596,3475502535,5272972081",3,1,0,0,0,0,0,1.0
node,3475502531,node/3475502531,José Hernández,jose hernandez,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"256242645,3475502531,3475506077",3,1,0,0,0,0,0,1.0
node,3475502532,node/3475502532,Juramento,juramento,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"256243093,3475502532,5272972076",3,1,0,0,0,0,0,1.0
node,3475502528,node/3475502528,Congreso de Tucumán,congreso de tucuman,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"256243327,3475502528,3475506076",3,1,0,0,0,0,0,1.0
node,256244943,node/256244943,Lavalle,lavalle,Emova Movilidad S.A.,ESTACION_FERROVIARIA,FERROCARRIL,FERROVIARIO,,station,,station,Subte de Buenos Aires,,Emova Movilidad S.A.,,Q5244845,,"256244943,3633340418",2,1,0,0,0,0,0,1.0
node,256245038,node/256245038,Piedras,piedras,,PARADA_FERROVIARIA,FERROCARRIL,FERROVIARIO,,stop,,stop_position,,,,,,,"256245038,3449178930,3449235014",3,1,0,0,0,0,0,1.0
