osm_type,osm_id,osm_key,nombre,nombre_normalizado,operador,tipo_infraestructura,modo_principal,categoria_intermodal,capacidad,railway,amenity,public_transport,network,brand,operator,ref,wikidata,website,osm_ids,cantidad_elementos_osm,es_ferrocarril,es_subte,es_autobus,es_fluvial,es_tranvia,es_multimodal,score_infraestructura
node,2989654933,node/2989654933,José Hernández y Ciudad de la Paz,jose hernandez y ciudad de la paz,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"2989597589,2989654933,4761094670,4761126014,5877151333,5877151334",6,0,0,0,0,0,0,0.0
node,2991643033,node/2991643033,Illia y Oliveira César,illia y oliveira cesar,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"2991605489,2991643033",2,0,0,0,0,0,0,0.0
node,2991643333,node/2991643333,Illia y Gutierrez,illia y gutierrez,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"2991605490,2991643333",2,0,0,0,0,0,0,0.0
node,2991652333,node/2991652333,Illia y French,illia y french,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"2991605491,2991652333",2,0,0,0,0,0,0,0.0
node,2991655133,node/2991655133,Lincoln y Saavedra,lincoln y saavedra,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"2991605492,2991655133",2,0,0,0,0,0,0,0.0
node,2991643133,node/2991643133,Illia y Saavedra,illia y saavedra,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"2991614805,2991643133",2,0,0,0,0,0,0,0.0
node,2991643233,node/2991643233,Illia y Villegas,illia y villegas,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"2991614892,2991643233",2,0,0,0,0,0,0,0.0
node,2991652433,node/2991652433,Illia e Ituzaingó,illia e ituzaingo,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"2991614893,2991652433",2,0,0,0,0,0,0,0.0
node,3054671031,node/3054671031,Agrelo-Scapino,agrelo-scapino,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"2991765649,3054671031",2,0,0,0,0,0,0,0.0
node,2996823939,node/2996823939,Lope de Vega y General Paz,lope de vega y general paz,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"2996522588,2996823939",2,0,0,0,0,0,0,0.0
node,2996523711,node/2996523711,General Paz y Nogoyá,general paz y nogoya,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"2996523711,5692090721",2,0,0,0,0,0,0,0.0
node,7675348850,node/7675348850,General Paz y José Varela,general paz y jose varela,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"2996524874,3009786537,7675348850,7675348851",4,0,0,0,0,0,0,0.0
node,2996526738,node/2996526738,General Paz y Del Carril,general paz y del carril,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"2996526738,2996824341",2,0,0,0,0,0,0,0.0
node,2996526739,node/2996526739,Chivilcoy,chivilcoy,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"2996526739,2996824943",2,0,0,0,0,0,0,0.0
node,2996526740,node/2996526740,Miguelete,miguelete,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"2996526740,3023626398",2,0,0,0,0,0,0,0.0
node,2996527472,node/2996527472,Parque General Paz,parque general paz,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"2996527472,3023729416",2,0,0,0,0,0,0,0.0
node,2996527473,node/2996527473,Puente Manso,puente manso,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"2996527473,3023729413",2,0,0,0,0,0,0,0.0
node,2996528468,node/2996528468,Libertador y Paroissien,libertador y paroissien,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"2996528468,2996960933",2,0,0,0,0,0,0,0.0
node,2996824343,node/2996824343,Nogoyá,nogoya,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"2996824343,5692087620",2,0,0,0,0,0,0,0.0
node,2997959833,node/2997959833,Monroe y Libertador,monroe y libertador,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"2997959833,2997960033",2,0,0,0,0,0,0,0.0
node,2999024105,node/2999024105,Cavia - Schmidl,cavia - schmidl,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"2999024104,2999024105",2,0,0,0,0,0,0,0.0
node,3003580065,node/3003580065,Rivadavia y Echeverría,rivadavia y echeverria,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3003580065,3003810740",2,0,0,0,0,0,0,0.0
node,3003585732,node/3003585732,Virrey del Pino y Vidal,virrey del pino y vidal,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3003585732,3003585933,3003706941,3003706942,7194605203,7194605204",6,0,0,0,0,0,0,0.0
node,13606945072,node/13606945072,Los Incas y Zapiola,los incas y zapiola,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"13606945072,13606945073,3003585763,3003713333,3632348390,3632348391",6,0,0,0,0,0,0,0.0
node,3003585937,node/3003585937,Elcano y Zapiola,elcano y zapiola,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3003585937,7727258306",2,0,0,0,0,0,0,0.0
node,3003587667,node/3003587667,Crámer y Elcano,cramer y elcano,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3003587667,3066125253",2,0,0,0,0,0,0,0.0
node,3003823133,node/3003823133,Barragán,barragan,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3003823133,3003823233",2,0,0,0,0,0,0,0.0
node,3003838333,node/3003838333,Perón y Colón,peron y colon,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3003838233,3003838333",2,0,0,0,0,0,0,0.0
node,11328549348,node/11328549348,San Antonio de Padua,san antonio de padua,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"11111024796,11265862383,11328549348,11328549353,12487686398,12487686399,3004765233,3004765234,3004765235,3004765433,3071297842,3071392976,4450762096,4450784498,5413507361,5413507362,5413507363,5413507364,5413507365",19,0,0,0,0,0,0,0.0
node,3005089299,node/3005089299,Pueyrredón y French,pueyrredon y french,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3005089299,3005378933",2,0,0,0,0,0,0,0.0
node,4211790027,node/4211790027,Las Heras y Pueyrredón,las heras y pueyrredon,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3005089301,3005830433,3090010544,3212582430,4211790027,4211790028,4240551431,4529437927",8,0,0,0,0,0,0,0.0
node,4211790018,node/4211790018,Hospital Rivadavia,hospital rivadavia,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"11873233594,11873233595,3005105821,3036367523,3882746355,3882746356,4211790015,4211790016,4211790017,4211790018,7192443350,7192443351",12,0,0,0,0,0,0,0.0
node,4025082719,node/4025082719,Las Heras 2900,las heras 2900,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"11044381443,11044381444,3005105822,3036367526,3212582248,3212841156,3412120208,3412120209,3882756627,3882756628,4025082719,4211790023,4211790025,4240551429,5432672552,5432672553,6371544664,6371544665",18,0,0,0,0,0,0,0.0
node,3775999492,node/3775999492,Luis María Campos y Loreto,luis maria campos y loreto,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"11033597487,11033597488,3005116009,3666565441,3666565442,3666565443,3666565444,3775999492",8,0,0,0,0,0,0,0.0
node,3666565447,node/3666565447,Avenida Lacroze,avenida lacroze,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3005116326,3005116327,3005742033,3005742133,3666565446,3666565447",6,0,0,0,0,0,0,0.0
node,3212841143,node/3212841143,Las Heras y Lafinur,las heras y lafinur,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3005116556,3212841143,3412120210,3412120211",4,0,0,0,0,0,0,0.0
node,3882756638,node/3882756638,Zoológico,zoologico,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3005120581,3036367530,3451485341,3451485342,3882756631,3882756632,3882756633,3882756634,3882756635,3882756636,3882756637,3882756638,8459719836,8459719837",14,0,0,0,0,0,0,0.0
node,3036367524,node/3036367524,Hospital Militar,hospital militar,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3005121037,3036367524",2,0,0,0,0,0,0,0.0
node,5455580649,node/5455580649,Paso y Sarmiento,paso y sarmiento,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3005379035,5455580649",2,0,0,0,0,0,0,0.0
node,3005379037,node/3005379037,Paso y Perón,paso y peron,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3005379036,3005379037",2,0,0,0,0,0,0,0.0
node,3009647487,node/3009647487,Puente Liniers,puente liniers,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3009647487,3076160406",2,0,0,0,0,0,0,0.0
node,3010415936,node/3010415936,Plazoleta Olivera,plazoleta olivera,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3010415735,3010415936",2,0,0,0,0,0,0,0.0
node,3023626395,node/3023626395,Centro Atómico Constituyentes,centro atomico constituyentes,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3011679133,3023626395",2,0,0,0,0,0,0,0.0
node,3023626397,node/3023626397,Makro,makro,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3011679233,3023626397",2,0,0,0,0,0,0,0.0
node,11164357891,node/11164357891,Rivadavia y Quindimil,rivadavia y quindimil,Linea 247,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,Linea 247,,,,"11124903989,11125434015,11164357891,3011876847",4,0,0,0,0,0,0,0.0
node,11104948026,node/11104948026,Avenida Donato Álvarez,avenida donato alvarez,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"11104948026,11166125362,11166125363,3012735491",4,0,0,0,0,0,0,0.0
node,3013507333,node/3013507333,José Hernández y Moldes,jose hernandez y moldes,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3013495945,3013496070,3013507233,3013507333,6904435046,6904435047",6,0,0,0,0,0,0,0.0
node,3013507634,node/3013507634,Elcano y Crámer,elcano y cramer,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3013496104,3013496105,3013507434,3013507634,4063923106,4063923107",6,0,0,0,0,0,0,0.0
node,3066125252,node/3066125252,Crámer y La Pampa,cramer y la pampa,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3013496106,3066125252",2,0,0,0,0,0,0,0.0
node,3023626396,node/3023626396,INTI,inti,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3013507433,3023626396",2,0,0,0,0,0,0,0.0
node,6304739430,node/6304739430,Zeppelin y Bach,zeppelin y bach,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3013952319,6304739429,6304739430,6304739431",4,0,0,0,0,0,0,0.0
node,3013952374,node/3013952374,Watt y Vernet,watt y vernet,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3013952374,6133679775",2,0,0,0,0,0,0,0.0
node,4214781270,node/4214781270,Juramento y Arcos,juramento y arcos,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3015397594,4214781270",2,0,0,0,0,0,0,0.0
node,3015706617,node/3015706617,Ruiz de Los Llanos y Gutiérrez,ruiz de los llanos y gutierrez,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3015706617,6496441855",2,0,0,0,0,0,0,0.0
node,3015791064,node/3015791064,Marcos Paz y Reaño,marcos paz y reano,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3015791064,6185190757",2,0,0,0,0,0,0,0.0
node,4620852448,node/4620852448,Coto Ramos,coto ramos,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3019211324,3021186533,3071298138,3071382447,4620852448,4621619599,6275693027,6281964929",8,0,0,0,0,0,0,0.0
node,3019218545,node/3019218545,Laprida y Avellaneda,laprida y avellaneda,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3019211327,3019218545",2,0,0,0,0,0,0,0.0
node,3019218948,node/3019218948,Laprida y Maipú,laprida y maipu,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3019218948,3019218949",2,0,0,0,0,0,0,0.0
node,3019249034,node/3019249034,San Ignacio y Juan B. Justo,san ignacio y juan b. justo,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3019249033,3019249034",2,0,0,0,0,0,0,0.0
node,6961266608,node/6961266608,General Paz y Las Heras,general paz y las heras,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3019454386,6961266608",2,0,0,0,0,0,0,0.0
node,3021487652,node/3021487652,Griveo,griveo,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3021487651,3021487652",2,0,0,0,0,0,0,0.0
node,3074407809,node/3074407809,Avenida San Martín,avenida san martin,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3021487653,3074407808,3074407809,4778098453",4,0,0,0,0,0,0,0.0
node,3317873314,node/3317873314,General Paz y 25 de Mayo,general paz y 25 de mayo,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3021550865,3317873314",2,0,0,0,0,0,0,0.0
node,3023185831,node/3023185831,Gaona y Ballester,gaona y ballester,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"10791336191,3023185831",2,0,0,0,0,0,0,0.0
node,5997027496,node/5997027496,Fasola,fasola,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3023389668,5994637858,5994637859,5997027496",4,0,0,0,0,0,0,0.0
node,3023389702,node/3023389702,Derqui,derqui,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3023389702,5994637806",2,0,0,0,0,0,0,0.0
node,4018839493,node/4018839493,Constituyentes,constituyentes,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3023626410,3023729411,4018839491,4018839492,4018839493,9863197754",6,0,0,0,0,0,0,0.0
node,6507251682,node/6507251682,Centro Alianza,centro alianza,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3023721418,6507251680,6507251681,6507251682",4,0,0,0,0,0,0,0.0
node,3158799166,node/3158799166,Tecnópolis,tecnopolis,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3023729418,3033165033,3158799163,3158799164,3158799165,3158799166",6,0,0,0,0,0,0,0.0
node,6653394733,node/6653394733,Plaza Oro Verde,plaza oro verde,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3026299501,6338657352,6653394733,6653394734",4,0,0,0,0,0,0,0.0
node,6653394735,node/6653394735,Plaza Oro Verde,plaza oro verde,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3026299502,6653394735",2,0,0,0,0,0,0,0.0
node,3026386314,node/3026386314,Balbín - Mitre,balbin - mitre,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"290774521,3026386314,4784951024",3,0,0,0,0,0,0,0.0
node,3026484648,node/3026484648,Azul y La Bastilla,azul y la bastilla,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3026484648,6507503335",2,0,0,0,0,0,0,0.0
node,3031323942,node/3031323942,Tomkinson y Blanco Encalada,tomkinson y blanco encalada,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"10160874198,3031323942",2,0,0,0,0,0,0,0.0
node,3033420012,node/3033420012,Fierro y De Las Caronas,fierro y de las caronas,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3033420012,3033583489",2,0,0,0,0,0,0,0.0
node,3033421440,node/3033421440,Tabaré y Fierro,tabare y fierro,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"12612180698,3033421440",2,0,0,0,0,0,0,0.0
node,3033421441,node/3033421441,Fierro y De las Boleadoras,fierro y de las boleadoras,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3033421441,3033583555",2,0,0,0,0,0,0,0.0
node,3148465613,node/3148465613,Fierro y De Los Payadores,fierro y de los payadores,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3033421466,3033455152,3148415195,3148465613",4,0,0,0,0,0,0,0.0
node,3033422233,node/3033422233,Rivadavia y Cabral,rivadavia y cabral,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3033422233,3033665333",2,0,0,0,0,0,0,0.0
node,3148465617,node/3148465617,Fierro y Mansilla,fierro y mansilla,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3033422339,3033649238,3148414767,3148465617",4,0,0,0,0,0,0,0.0
node,3033424732,node/3033424732,Mansilla y Fierro,mansilla y fierro,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3033424732,3033599591",2,0,0,0,0,0,0,0.0
node,3033425086,node/3033425086,Fierro y Sombra,fierro y sombra,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3033425086,3033588876",2,0,0,0,0,0,0,0.0
node,3033425846,node/3033425846,Fierro y De La Tradición,fierro y de la tradicion,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3033425846,3033583488",2,0,0,0,0,0,0,0.0
node,3033666056,node/3033666056,Fierro y De La Doma,fierro y de la doma,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3033658096,3033666056,3033782033,3033782233",4,0,0,0,0,0,0,0.0
node,3033660067,node/3033660067,Perón y J.M.Paz,peron y j.m.paz,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3033660067,3033758935",2,0,0,0,0,0,0,0.0
node,3033665875,node/3033665875,Perón y Pueyrredon,peron y pueyrredon,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3033665875,3033759435",2,0,0,0,0,0,0,0.0
node,3033665876,node/3033665876,Perón y La Piedad,peron y la piedad,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3033665876,3033738233",2,0,0,0,0,0,0,0.0
node,3148465612,node/3148465612,Fierro y De Los Baqueanos,fierro y de los baqueanos,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3033666055,3033790233,3148414772,3148465612",4,0,0,0,0,0,0,0.0
node,3033666057,node/3033666057,Perón y San Pedro,peron y san pedro,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3033666057,3033670534",2,0,0,0,0,0,0,0.0
node,3033666433,node/3033666433,Perón y Los Indios,peron y los indios,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3033666433,3033693633",2,0,0,0,0,0,0,0.0
node,3034690823,node/3034690823,General Paz y Ezeiza,general paz y ezeiza,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3034690823,3034711633",2,0,0,0,0,0,0,0.0
node,3034690824,node/3034690824,Barrio San Martín Edificio 32,barrio san martin edificio 32,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3034690824,3034711733",2,0,0,0,0,0,0,0.0
node,3034691427,node/3034691427,Comesaña y Ricchieri,comesana y ricchieri,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3034691427,9731564338",2,0,0,0,0,0,0,0.0
node,3034691428,node/3034691428,Puente Víctor Hugo,puente victor hugo,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3034691428,3034734236",2,0,0,0,0,0,0,0.0
node,8119509011,node/8119509011,Asunción y Lope de Vega,asuncion y lope de vega,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3034691429,3034736533,8119509011,9687264817",4,0,0,0,0,0,0,0.0
node,3034693120,node/3034693120,Vergara,vergara,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3034693120,3035296433",2,0,0,0,0,0,0,0.0
node,3034693121,node/3034693121,Perón y Santamarina,peron y santamarina,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3034693121,3035184795",2,0,0,0,0,0,0,0.0
node,3035311101,node/3035311101,Barrio San Martín Edificio 13,barrio san martin edificio 13,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3035311101,3035552333",2,0,0,0,0,0,0,0.0
node,3035313115,node/3035313115,Villa Martelli,villa martelli,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3035313115,3035515533",2,0,0,0,0,0,0,0.0
node,3035432933,node/3035432933,Panamericana Oeste,panamericana oeste,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3035313116,3035432933",2,0,0,0,0,0,0,0.0
node,3035396343,node/3035396343,Panamericana Este,panamericana este,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3035313254,3035396343",2,0,0,0,0,0,0,0.0
node,11096917789,node/11096917789,Eva Perón y Hortiguera,eva peron y hortiguera,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"11096917789,3038380813",2,0,0,0,0,0,0,0.0
node,3038746694,node/3038746694,Plaza Pirelli,plaza pirelli,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3038746694,8150480820",2,0,0,0,0,0,0,0.0
node,9736222904,node/9736222904,Panamericana Oeste,panamericana oeste,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3045889107,4267253634,9736222904,9736222905",4,0,0,0,0,0,0,0.0
node,3047364435,node/3047364435,Debenedetti,debenedetti,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3047350734,3047364435",2,0,0,0,0,0,0,0.0
node,3047366736,node/3047366736,Gorriti,gorriti,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3047366736,3047376033",2,0,0,0,0,0,0,0.0
node,3047376233,node/3047376233,Gorriti,gorriti,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3047367235,3047376233",2,0,0,0,0,0,0,0.0
node,3047497467,node/3047497467,Centenario y 476,centenario y 476,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,3047497467,1,0,0,0,0,0,0,0.0
node,3047580692,node/3047580692,,,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3047580691,3047580692",2,0,0,0,0,0,0,0.0
node,3048171554,node/3048171554,Centenario y 464,centenario y 464,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,3048171554,1,0,0,0,0,0,0,0.0
node,3048268555,node/3048268555,Dragones y Echeverría,dragones y echeverria,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3048268555,3048278233",2,0,0,0,0,0,0,0.0
node,3048390050,node/3048390050,General Paz y Peribebuy,general paz y peribebuy,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3048273274,3048390050",2,0,0,0,0,0,0,0.0
node,3048346156,node/3048346156,Alcorta y De Solier,alcorta y de solier,,PLATAFORMA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,platform,,,,,,,"3048346156,3048418214",2,0,0,0,0,0,0,0.0
node,3048390062,node/3048390062,General Paz y Saladillo,general paz y saladillo,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3048346703,3048390062",2,0,0,0,0,0,0,0.0
node,3048390049,node/3048390049,Barrio Piedrabuena,barrio piedrabuena,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3048346704,3048390049",2,0,0,0,0,0,0,0.0
node,3048390056,node/3048390056,Avenida General Paz,avenida general paz,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3048346705,3048390056,6818886942,6818886943,6818886944,9366572665",6,0,0,0,0,0,0,0.0
node,3048390055,node/3048390055,De los Corrales,de los corrales,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3048346706,3048390055",2,0,0,0,0,0,0,0.0
node,12316956356,node/12316956356,General Paz y Tuyutí,general paz y tuyuti,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"12295233553,12316956356,3048346709,3048390063,6821694467,6821694468,6821694469,6821694470",8,0,0,0,0,0,0,0.0
node,5497913556,node/5497913556,Terminal Parada Liniers,terminal parada liniers,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3048346710,3048390051,5497913550,5497913556,5497913557,5497913558",6,0,0,0,0,0,0,0.0
node,3048418216,node/3048418216,Estadio Monumental,estadio monumental,,PARADA_TRANSPORTE_PUBLICO,OTRO,OTRO,,,,stop_position,,,,,,,"3048346746,3048418216",2,0,0,0,0,0,0,0.0
