nodo_id,h3,instalaciones_250m,instalaciones_500m,instalaciones_1000m,intercambiadores_250m,intercambiadores_500m,intercambiadores_1000m,modos_250m,cantidad_modos_250m,ferrocarril_250m,subte_250m,autobus_250m,fluvial_250m,tranvia_250m,modos_500m,cantidad_modos_500m,ferrocarril_500m,subte_500m,autobus_500m,fluvial_500m,tranvia_500m,modos_1000m,cantidad_modos_1000m,ferrocarril_1000m,subte_1000m,autobus_1000m,fluvial_1000m,tranvia_1000m,densidad_instalaciones_250m,densidad_instalaciones_500m,densidad_instalaciones_1000m,instalaciones_500m_normalizadas,densidad_instalaciones_500m_normalizada,intercambiadores_500m_normalizados,diversidad_modal_500m_normalizada,modo_ferroviario_estructurante,modo_subterraneo_estructurante,modo_fluvial_estructurante,conectividad_modal_500m,soporte_fisico_preliminar,categoria_soporte_fisico,ranking_soporte_fisico,tipo_intermodalidad,score_intermodalidad,score_demanda,score_densidad,score_conectividad,score_alcance,score_integracion,ranking_centralidad,ranking_operaciones_validacion,ranking_centralidad_validacion,diferencia_ranking_abs,score_intermodalidad_500m,categoria_intermodalidad_500m,ranking_intermodalidad
103,1,18,26,60,1,2,2,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,91.67324722093171,33.10422816311423,19.098593171027442,0.006714876033057851,0.41506520603744346,0.19955424691458712,0.4,1,0,0,0.3398662740743761,29.62,SOPORTE_FISICO_BAJO,70,MONOMODAL,50.0,24.305555555555554,31.944444444444443,69.44444444444444,46.18055555555556,50.34722222222222,95,110,95,15,70.0,INTERMODALIDAD_MEDIA,16
104,1,0,1,11,0,1,1,,0,0,0,0,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,0.0,1.2732395447351628,3.5014087480216975,0.00025826446280991736,0.096575039169877,0.12590471182995822,0.4,1,0,0,0.3177714135489874,16.53,SOPORTE_FISICO_MUY_BAJO,124,MONOMODAL,50.0,23.61111111111111,29.86111111111111,69.44444444444444,46.18055555555556,50.34722222222222,96,111,96,15,61.0,INTERMODALIDAD_MEDIA,111
75,1,16,36,99,1,3,6,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL|FLUVIAL,3,1,0,1,1,0,AUTOBUS|FERROCARRIL|FLUVIAL,3,1,0,1,1,0,81.48733086305042,45.83662361046586,31.512678732195276,0.009297520661157025,0.4523735823652385,0.25180942365991643,0.6,1,0,1,0.4955428270979749,37.27,SOPORTE_FISICO_BAJO,26,MONOMODAL,50.0,40.97222222222222,56.25,23.26388888888889,46.18055555555556,50.34722222222222,97,86,97,11,85.0,INTERMODALIDAD_MUY_ALTA,3
106,1,31,51,139,3,4,16,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,157.88170354716019,64.9352167814933,44.245074179546904,0.013171487603305785,0.49259414321024025,0.2923416876766772,0.4,1,0,0,0.3677025063030031,34.75,SOPORTE_FISICO_BAJO,37,MONOMODAL,50.0,22.22222222222222,29.166666666666668,69.44444444444444,46.18055555555556,50.34722222222222,98,113,98,15,70.0,INTERMODALIDAD_MEDIA,16
107,1,6,8,27,0,0,1,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,30.557749073643905,10.185916357881302,8.594366926962348,0.002066115702479339,0.28396708285127487,0.0,0.2,0,0,0,0.13999999999999999,14.97,SOPORTE_FISICO_MUY_BAJO,132,MONOMODAL,50.0,21.52777777777778,27.77777777777778,69.44444444444444,46.18055555555556,50.34722222222222,99,114,99,15,38.0,INTERMODALIDAD_BAJA,132
86,2,10,14,29,2,4,6,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,50.92958178940651,17.82535362629228,9.23098669932993,0.003615702479338843,0.34518442464383275,0.2923416876766772,0.4,1,0,0,0.3677025063030031,29.44,SOPORTE_FISICO_BAJO,72,MONOMODAL,50.0,48.61111111111111,31.25,23.26388888888889,46.18055555555556,50.34722222222222,100,75,100,25,70.0,INTERMODALIDAD_MEDIA,16
78,1,5,5,10,1,1,2,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,25.464790894703256,6.366197723675814,3.183098861837907,0.0012913223140495868,0.23483860732538517,0.12590471182995822,0.4,1,0,0,0.3177714135489874,21.39,SOPORTE_FISICO_BAJO,106,MONOMODAL,50.0,37.5,53.47222222222222,23.26388888888889,46.18055555555556,50.34722222222222,101,91,101,10,65.0,INTERMODALIDAD_MEDIA,104
79,1,6,17,44,2,3,6,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,30.557749073643905,21.645072260497766,14.00563499208679,0.004390495867768595,0.36690985424200945,0.25180942365991643,0.4,1,0,0,0.3555428270979749,29.2,SOPORTE_FISICO_BAJO,73,MONOMODAL,50.0,36.80555555555556,52.77777777777778,23.26388888888889,46.18055555555556,50.34722222222222,102,92,102,10,70.0,INTERMODALIDAD_MEDIA,16
112,1,7,15,40,1,2,3,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,35.65070725258456,19.098593171027442,12.732395447351628,0.0038739669421487604,0.35288088494021963,0.19955424691458712,0.4,1,0,0,0.3398662740743761,27.4,SOPORTE_FISICO_BAJO,82,MONOMODAL,50.0,18.75,23.61111111111111,69.44444444444444,46.18055555555556,50.34722222222222,103,118,103,15,70.0,INTERMODALIDAD_MEDIA,16
82,1,8,14,34,0,1,2,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,40.74366543152521,17.82535362629228,10.822536130248883,0.003615702479338843,0.34518442464383275,0.12590471182995822,0.4,1,0,0,0.3177714135489874,25.28,SOPORTE_FISICO_BAJO,95,MONOMODAL,50.0,36.11111111111111,49.30555555555556,23.26388888888889,46.18055555555556,50.34722222222222,104,93,104,11,70.0,INTERMODALIDAD_MEDIA,16
113,1,3,4,9,0,0,1,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,15.278874536821952,5.092958178940651,2.864788975654116,0.0010330578512396695,0.2125216136193653,0.0,0.2,0,0,0,0.13999999999999999,12.45,SOPORTE_FISICO_MUY_BAJO,136,MONOMODAL,50.0,18.055555555555554,22.916666666666664,69.44444444444444,46.18055555555556,50.34722222222222,105,119,105,14,34.0,INTERMODALIDAD_BAJA,136
83,1,3,3,12,1,1,1,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,15.278874536821952,3.819718634205488,3.819718634205488,0.0007747933884297521,0.18495368961100384,0.12590471182995822,0.4,1,0,0,0.3177714135489874,19.63,SOPORTE_FISICO_MUY_BAJO,113,MONOMODAL,50.0,35.41666666666667,47.91666666666667,23.26388888888889,46.18055555555556,50.34722222222222,106,94,106,12,63.0,INTERMODALIDAD_MEDIA,108
95,2,54,98,213,8,11,18,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,275.0197416627951,124.77747538404594,67.80000575714742,0.0253099173553719,0.5685460743856711,0.45136367057450355,0.4,1,0,0,0.415409101172351,41.56,SOPORTE_FISICO_MEDIO,13,MONOMODAL,50.0,45.83333333333333,25.0,23.26388888888889,46.18055555555556,50.34722222222222,107,79,107,28,70.0,INTERMODALIDAD_MEDIA,16
116,1,27,50,122,1,1,3,AUTOBUS|TRANVIA,2,0,0,1,0,1,AUTOBUS|FERROCARRIL|TRANVIA,3,1,0,1,0,1,AUTOBUS|FERROCARRIL|TRANVIA,3,1,0,1,0,1,137.50987083139756,63.66197723675813,38.833806114422465,0.012913223140495868,0.490300991187029,0.12590471182995822,0.6,1,0,0,0.4577714135489874,35.5,SOPORTE_FISICO_BAJO,33,MONOMODAL,50.0,15.972222222222221,20.833333333333336,69.44444444444444,46.18055555555556,50.34722222222222,108,122,108,14,85.0,INTERMODALIDAD_MUY_ALTA,3
84,1,3,3,10,0,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,15.278874536821952,3.819718634205488,3.183098861837907,0.0007747933884297521,0.18495368961100384,0.0,0.2,0,0,0,0.13999999999999999,11.49,SOPORTE_FISICO_MUY_BAJO,138,MONOMODAL,50.0,34.72222222222222,44.44444444444444,23.26388888888889,46.18055555555556,50.34722222222222,109,95,109,14,33.0,INTERMODALIDAD_BAJA,138
117,1,8,9,14,0,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,40.74366543152521,11.459155902616464,4.45633840657307,0.0023243801652892563,0.29664455240180393,0.0,0.2,0,0,0,0.13999999999999999,15.42,SOPORTE_FISICO_MUY_BAJO,129,MONOMODAL,50.0,15.277777777777779,20.13888888888889,69.44444444444444,46.18055555555556,50.34722222222222,110,123,110,13,39.0,INTERMODALIDAD_BAJA,129
120,1,35,60,121,3,3,8,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,178.25353626292278,76.39437268410977,38.515496228238675,0.015495867768595042,0.5114387677034817,0.25180942365991643,0.4,1,0,0,0.3555428270979749,34.43,SOPORTE_FISICO_BAJO,41,MONOMODAL,50.0,14.583333333333334,19.444444444444446,69.44444444444444,46.18055555555556,50.34722222222222,111,124,111,13,70.0,INTERMODALIDAD_MEDIA,16
121,1,24,30,62,0,0,1,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,122.23099629457562,38.197186342054884,19.735212943395023,0.007747933884297521,0.4314334042643508,0.0,0.2,0,0,0,0.13999999999999999,20.22,SOPORTE_FISICO_BAJO,110,MONOMODAL,50.0,13.88888888888889,18.75,69.44444444444444,46.18055555555556,50.34722222222222,112,125,112,13,40.0,INTERMODALIDAD_BAJA,115
88,1,20,39,97,2,3,5,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,101.85916357881302,49.65634224467134,30.876058959827695,0.010072314049586776,0.46159341995125097,0.25180942365991643,0.4,1,0,0,0.3555428270979749,32.6,SOPORTE_FISICO_BAJO,52,MONOMODAL,50.0,32.63888888888889,42.36111111111111,23.26388888888889,46.18055555555556,50.34722222222222,113,98,113,15,70.0,INTERMODALIDAD_MEDIA,16
90,1,17,37,88,0,3,6,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL|TRANVIA,3,1,0,1,0,1,AUTOBUS|FERROCARRIL|TRANVIA,3,1,0,1,0,1,86.58028904199107,47.10986315520102,28.01126998417358,0.009555785123966942,0.4555278610995459,0.25180942365991643,0.6,1,0,0,0.4955428270979749,37.38,SOPORTE_FISICO_BAJO,24,MONOMODAL,50.0,31.25,40.27777777777778,23.26388888888889,46.18055555555556,50.34722222222222,114,100,114,14,85.0,INTERMODALIDAD_MUY_ALTA,3
123,1,12,17,29,1,1,2,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,61.11549814728781,21.645072260497766,9.23098669932993,0.004390495867768595,0.36690985424200945,0.12590471182995822,0.4,1,0,0,0.3177714135489874,26.06,SOPORTE_FISICO_BAJO,89,MONOMODAL,50.0,12.5,15.277777777777779,69.44444444444444,46.18055555555556,50.34722222222222,115,127,115,12,70.0,INTERMODALIDAD_MEDIA,16
92,1,6,25,71,0,1,5,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,30.557749073643905,31.830988618379067,22.600001919049138,0.006456611570247934,0.4105906428291123,0.12590471182995822,0.4,1,0,0,0.3177714135489874,27.62,SOPORTE_FISICO_BAJO,81,MONOMODAL,50.0,30.555555555555557,39.58333333333333,23.26388888888889,46.18055555555556,50.34722222222222,116,101,116,15,70.0,INTERMODALIDAD_MEDIA,16
93,1,29,43,103,1,2,6,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,147.6957871892789,54.749300423612,32.78591827693044,0.011105371900826446,0.47285969214745543,0.19955424691458712,0.4,1,0,0,0.3398662740743761,31.71,SOPORTE_FISICO_BAJO,56,MONOMODAL,50.0,29.86111111111111,38.88888888888889,23.26388888888889,46.18055555555556,50.34722222222222,117,102,117,15,70.0,INTERMODALIDAD_MEDIA,16
127,1,5,6,20,0,0,1,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL|FLUVIAL,3,1,0,1,1,0,25.464790894703256,7.639437268410976,6.366197723675814,0.0015495867768595042,0.25358849344279244,0.0,0.2,0,0,0,0.13999999999999999,13.9,SOPORTE_FISICO_MUY_BAJO,134,MONOMODAL,50.0,10.416666666666668,13.194444444444445,69.44444444444444,46.18055555555556,50.34722222222222,118,130,118,12,36.0,INTERMODALIDAD_BAJA,134
130,1,19,35,83,1,2,4,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,96.76620539987236,44.563384065730695,26.419720553254628,0.009039256198347107,0.44913236307384297,0.19955424691458712,0.4,1,0,0,0.3398662740743761,30.84,SOPORTE_FISICO_BAJO,62,MONOMODAL,50.0,9.722222222222223,12.5,69.44444444444444,46.18055555555556,50.34722222222222,119,131,119,12,70.0,INTERMODALIDAD_MEDIA,16
96,1,1,5,13,0,0,1,FERROCARRIL,1,1,0,0,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,5.092958178940651,6.366197723675814,4.138028520389279,0.0012913223140495868,0.23483860732538517,0.0,0.4,1,0,0,0.27999999999999997,18.24,SOPORTE_FISICO_MUY_BAJO,120,MONOMODAL,50.0,28.47222222222222,36.11111111111111,23.26388888888889,46.18055555555556,50.34722222222222,120,104,120,16,60.0,INTERMODALIDAD_MEDIA,113
133,1,4,7,18,1,2,3,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,20.371832715762604,8.91267681314614,5.729577951308232,0.0018078512396694215,0.26975599025240704,0.19955424691458712,0.4,1,0,0,0.3398662740743761,24.46,SOPORTE_FISICO_BAJO,97,MONOMODAL,50.0,7.638888888888889,10.416666666666668,69.44444444444444,46.18055555555556,50.34722222222222,121,134,121,13,67.0,INTERMODALIDAD_MEDIA,100
100,1,0,0,3,0,0,1,,0,0,0,0,0,0,,0,0,0,0,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,0.0,0.0,0.954929658551372,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,SOPORTE_FISICO_MUY_BAJO,143,MONOMODAL,50.0,26.38888888888889,34.02777777777778,23.26388888888889,46.18055555555556,50.34722222222222,122,107,122,15,0.0,SIN_INFRAESTRUCTURA_500M,143
101,1,5,8,25,0,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,25.464790894703256,10.185916357881302,7.957747154594767,0.002066115702479339,0.28396708285127487,0.0,0.2,0,0,0,0.13999999999999999,14.97,SOPORTE_FISICO_MUY_BAJO,132,MONOMODAL,50.0,25.694444444444443,33.33333333333333,23.26388888888889,46.18055555555556,50.34722222222222,123,108,123,15,38.0,INTERMODALIDAD_BAJA,132
134,1,5,7,22,0,1,3,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,25.464790894703256,8.91267681314614,7.002817496043395,0.0018078512396694215,0.26975599025240704,0.12590471182995822,0.4,1,0,0,0.3177714135489874,22.62,SOPORTE_FISICO_BAJO,104,MONOMODAL,50.0,6.944444444444445,9.027777777777777,69.44444444444444,46.18055555555556,50.34722222222222,124,135,124,11,67.0,INTERMODALIDAD_MEDIA,100
105,1,14,29,81,1,3,5,AUTOBUS|FERROCARRIL|TRANVIA,3,1,0,1,0,1,AUTOBUS|FERROCARRIL|TRANVIA,3,1,0,1,0,1,AUTOBUS|FERROCARRIL|TRANVIA,3,1,0,1,0,1,71.30141450516912,36.92394679731972,25.783100780887047,0.0074896694214876035,0.42754994286110287,0.25180942365991643,0.6,1,0,0,0.4955428270979749,36.37,SOPORTE_FISICO_BAJO,31,MONOMODAL,50.0,22.916666666666664,30.555555555555557,23.26388888888889,46.18055555555556,50.34722222222222,125,112,125,13,85.0,INTERMODALIDAD_MUY_ALTA,3
140,1,9,18,42,0,0,3,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,45.83662361046586,22.91831180523293,13.36901521971921,0.0046487603305785125,0.3733429004851337,0.0,0.2,0,0,0,0.13999999999999999,18.14,SOPORTE_FISICO_MUY_BAJO,121,MONOMODAL,50.0,3.4722222222222223,3.4722222222222223,69.44444444444444,46.18055555555556,50.34722222222222,126,140,126,14,40.0,INTERMODALIDAD_BAJA,115
108,1,5,14,29,0,2,5,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,25.464790894703256,17.82535362629228,9.23098669932993,0.003615702479338843,0.34518442464383275,0.19955424691458712,0.4,1,0,0,0.3398662740743761,27.12,SOPORTE_FISICO_BAJO,83,MONOMODAL,50.0,20.833333333333336,26.38888888888889,23.26388888888889,46.18055555555556,50.34722222222222,127,115,127,12,70.0,INTERMODALIDAD_MEDIA,16
142,1,25,48,128,3,4,11,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL|FLUVIAL|TRANVIA,4,1,0,1,1,1,127.32395447351627,61.11549814728781,40.74366543152521,0.012396694214876033,0.4855760191199227,0.2923416876766772,0.4,1,0,0,0.3677025063030031,34.49,SOPORTE_FISICO_BAJO,40,MONOMODAL,50.0,2.083333333333333,2.083333333333333,69.44444444444444,46.18055555555556,50.34722222222222,128,142,128,14,70.0,INTERMODALIDAD_MEDIA,16
109,1,13,18,57,1,2,6,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,66.20845632622846,22.91831180523293,18.14366351247607,0.0046487603305785125,0.3733429004851337,0.19955424691458712,0.4,1,0,0,0.3398662740743761,28.13,SOPORTE_FISICO_BAJO,78,MONOMODAL,50.0,20.13888888888889,25.694444444444443,23.26388888888889,46.18055555555556,50.34722222222222,129,116,129,13,70.0,INTERMODALIDAD_MEDIA,16
143,1,10,20,40,1,1,2,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,50.92958178940651,25.464790894703256,12.732395447351628,0.005165289256198347,0.3852407435141075,0.12590471182995822,0.4,1,0,0,0.3177714135489874,26.71,SOPORTE_FISICO_BAJO,84,MONOMODAL,50.0,1.3888888888888888,1.3888888888888888,69.44444444444444,46.18055555555556,50.34722222222222,130,143,130,13,70.0,INTERMODALIDAD_MEDIA,16
144,1,12,30,69,0,3,6,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL|TRANVIA,3,1,0,1,0,1,61.11549814728781,38.197186342054884,21.963382146681557,0.007747933884297521,0.4314334042643508,0.25180942365991643,0.4,1,0,0,0.3555428270979749,31.51,SOPORTE_FISICO_BAJO,57,MONOMODAL,50.0,0.6944444444444444,0.6944444444444444,69.44444444444444,46.18055555555556,50.34722222222222,131,144,131,13,70.0,INTERMODALIDAD_MEDIA,16
111,1,2,3,18,0,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,10.185916357881302,3.819718634205488,5.729577951308232,0.0007747933884297521,0.18495368961100384,0.0,0.2,0,0,0,0.13999999999999999,11.49,SOPORTE_FISICO_MUY_BAJO,138,MONOMODAL,50.0,19.444444444444446,24.305555555555554,23.26388888888889,46.18055555555556,50.34722222222222,132,117,132,15,33.0,INTERMODALIDAD_BAJA,138
114,1,4,4,11,0,0,1,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,20.371832715762604,5.092958178940651,3.5014087480216975,0.0010330578512396695,0.2125216136193653,0.0,0.2,0,0,0,0.13999999999999999,12.45,SOPORTE_FISICO_MUY_BAJO,136,MONOMODAL,50.0,17.36111111111111,22.22222222222222,23.26388888888889,46.18055555555556,50.34722222222222,133,120,133,13,34.0,INTERMODALIDAD_BAJA,136
115,1,16,25,55,0,0,1,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,81.48733086305042,31.830988618379067,17.507043740108486,0.006456611570247934,0.4105906428291123,0.0,0.2,0,0,0,0.13999999999999999,19.47,SOPORTE_FISICO_MUY_BAJO,116,MONOMODAL,50.0,16.666666666666664,21.52777777777778,23.26388888888889,46.18055555555556,50.34722222222222,134,121,134,13,40.0,INTERMODALIDAD_BAJA,115
122,1,3,9,28,0,1,5,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL|TRANVIA,3,1,0,1,0,1,15.278874536821952,11.459155902616464,8.91267681314614,0.0023243801652892563,0.29664455240180393,0.12590471182995822,0.4,1,0,0,0.3177714135489874,23.57,SOPORTE_FISICO_BAJO,101,MONOMODAL,50.0,13.194444444444445,15.972222222222221,23.26388888888889,46.18055555555556,50.34722222222222,135,126,135,9,69.0,INTERMODALIDAD_MEDIA,97
125,1,1,3,9,0,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,5.092958178940651,3.819718634205488,2.864788975654116,0.0007747933884297521,0.18495368961100384,0.0,0.2,0,0,0,0.13999999999999999,11.49,SOPORTE_FISICO_MUY_BAJO,138,MONOMODAL,50.0,11.805555555555555,14.583333333333334,23.26388888888889,46.18055555555556,50.34722222222222,136,128,136,8,33.0,INTERMODALIDAD_BAJA,138
126,1,22,40,84,2,4,6,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL|FLUVIAL,3,1,0,1,1,0,112.04507993669432,50.92958178940651,26.73803043943842,0.010330578512396695,0.4645127786483475,0.2923416876766772,0.4,1,0,0,0.3677025063030031,33.72,SOPORTE_FISICO_BAJO,45,MONOMODAL,50.0,11.11111111111111,13.88888888888889,23.26388888888889,46.18055555555556,50.34722222222222,137,129,137,8,70.0,INTERMODALIDAD_MEDIA,16
131,1,6,6,14,1,1,3,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,30.557749073643905,7.639437268410976,4.45633840657307,0.0015495867768595042,0.25358849344279244,0.12590471182995822,0.4,1,0,0,0.3177714135489874,22.05,SOPORTE_FISICO_BAJO,105,MONOMODAL,50.0,9.027777777777777,11.805555555555555,23.26388888888889,46.18055555555556,50.34722222222222,138,132,138,6,66.0,INTERMODALIDAD_MEDIA,102
132,1,12,16,41,2,2,3,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL|FLUVIAL,3,1,0,1,1,0,61.11549814728781,20.371832715762604,13.050705333535419,0.004132231404958678,0.360104439427627,0.19955424691458712,0.4,1,0,0,0.3398662740743761,27.65,SOPORTE_FISICO_BAJO,80,MONOMODAL,50.0,8.333333333333332,9.722222222222223,23.26388888888889,46.18055555555556,50.34722222222222,139,133,139,6,70.0,INTERMODALIDAD_MEDIA,16
135,1,30,47,125,0,3,8,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL|TRANVIA,3,1,0,1,0,1,152.78874536821954,59.84225860255265,39.78873577297384,0.012138429752066115,0.4831403823338039,0.25180942365991643,0.4,1,0,0,0.3555428270979749,33.39,SOPORTE_FISICO_BAJO,46,MONOMODAL,50.0,6.25,7.638888888888889,23.26388888888889,46.18055555555556,50.34722222222222,140,136,140,4,70.0,INTERMODALIDAD_MEDIA,16
137,1,6,11,16,0,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,30.557749073643905,14.00563499208679,5.092958178940651,0.002840909090909091,0.3185149047398846,0.0,0.2,0,0,0,0.13999999999999999,16.19,SOPORTE_FISICO_MUY_BAJO,127,MONOMODAL,50.0,5.555555555555555,6.25,23.26388888888889,46.18055555555556,50.34722222222222,141,137,141,4,40.0,INTERMODALIDAD_BAJA,115
138,1,13,25,53,0,0,2,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,66.20845632622846,31.830988618379067,16.870423967740905,0.006456611570247934,0.4105906428291123,0.0,0.2,0,0,0,0.13999999999999999,19.47,SOPORTE_FISICO_MUY_BAJO,116,MONOMODAL,50.0,4.861111111111112,4.861111111111112,23.26388888888889,46.18055555555556,50.34722222222222,142,138,142,4,40.0,INTERMODALIDAD_BAJA,115
139,1,6,10,27,1,2,6,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,30.557749073643905,12.732395447351628,8.594366926962348,0.0025826446280991736,0.30808740138835516,0.19955424691458712,0.4,1,0,0,0.3398662740743761,25.81,SOPORTE_FISICO_BAJO,90,MONOMODAL,50.0,4.166666666666666,4.166666666666666,23.26388888888889,46.18055555555556,50.34722222222222,143,139,143,4,70.0,INTERMODALIDAD_MEDIA,16
