id,id_h3,hora,modo,cantidad_trx
3360,88c2e39889fffff,2,COLECTIVO,2
3361,88c2e398a1fffff,2,COLECTIVO,2
3362,88c2e398a5fffff,2,COLECTIVO,7
3363,88c2e398a7fffff,2,COLECTIVO,8
3364,88c2e398c3fffff,2,COLECTIVO,5
3365,88c2e39905fffff,2,COLECTIVO,1
3366,88c2e39907fffff,2,COLECTIVO,1
3367,88c2e3993dfffff,2,COLECTIVO,6
3368,88c2e39947fffff,2,COLECTIVO,1
3369,88c2e3994dfffff,2,COLECTIVO,18
3370,88c2e39993fffff,2,COLECTIVO,1
3371,88c2e39997fffff,2,COLECTIVO,1
3372,88c2e3999bfffff,2,COLECTIVO,1
3373,88c2e399a9fffff,2,COLECTIVO,2
3374,88c2e399b3fffff,2,COLECTIVO,3
3375,88c2e399e7fffff,2,COLECTIVO,3
3376,88c2e39ab1fffff,2,COLECTIVO,3
3377,88c2e39ab7fffff,2,COLECTIVO,2
3378,88c2e39ab9fffff,2,COLECTIVO,1
3379,88c2e3a029fffff,2,COLECTIVO,7
3380,88c2e3a103fffff,2,COLECTIVO,2
3381,88c2e3a113fffff,2,COLECTIVO,2
3382,88c2e3a123fffff,2,COLECTIVO,2
3383,88c2e3a127fffff,2,COLECTIVO,1
3384,88c2e3a13bfffff,2,COLECTIVO,3
3385,88c2e3a13dfffff,2,COLECTIVO,2
3386,88c2e3a153fffff,2,COLECTIVO,1
3387,88c2e3a181fffff,2,COLECTIVO,1
3388,88c2e3a25bfffff,2,COLECTIVO,1
3389,88c2e3a2edfffff,2,COLECTIVO,1
3390,88c2e3a527fffff,2,COLECTIVO,1
3391,88c2e3a845fffff,2,COLECTIVO,2
3392,88c2e3a849fffff,2,COLECTIVO,1
3393,88c2e3a865fffff,2,COLECTIVO,3
3394,88c2e3a89bfffff,2,COLECTIVO,1
3395,88c2e3a8e1fffff,2,COLECTIVO,4
3396,88c2e3a905fffff,2,COLECTIVO,1
3397,88c2e3a90dfffff,2,COLECTIVO,3
3398,88c2e3a917fffff,2,COLECTIVO,10
3399,88c2e3a921fffff,2,COLECTIVO,8
3400,88c2e3a923fffff,2,COLECTIVO,2
3401,88c2e3a939fffff,2,COLECTIVO,3
3402,88c2e3a93bfffff,2,COLECTIVO,10
3403,88c2e3a93dfffff,2,COLECTIVO,1
3404,88c2e3a943fffff,2,COLECTIVO,19
3405,88c2e3a945fffff,2,COLECTIVO,2
3406,88c2e3a947fffff,2,COLECTIVO,5
3407,88c2e3a955fffff,2,COLECTIVO,1
3408,88c2e3a95dfffff,2,COLECTIVO,1
3409,88c2e3a987fffff,2,COLECTIVO,3
3410,88c2e3a98dfffff,2,COLECTIVO,12
3411,88c2e3a9b1fffff,2,COLECTIVO,1
3412,88c2e3a9b9fffff,2,COLECTIVO,1
3413,88c2e3a9bbfffff,2,COLECTIVO,1
3414,88c2e3a9d7fffff,2,COLECTIVO,1
3415,88c2e3a9ebfffff,2,COLECTIVO,2
3416,88c2e3aa03fffff,2,COLECTIVO,1
3417,88c2e3aa11fffff,2,COLECTIVO,2
3418,88c2e3aa17fffff,2,COLECTIVO,1
3419,88c2e3aa19fffff,2,COLECTIVO,4
3420,88c2e3aa1bfffff,2,COLECTIVO,2
3421,88c2e3aa31fffff,2,COLECTIVO,5
3422,88c2e3aa35fffff,2,COLECTIVO,4
3423,88c2e3aa4dfffff,2,COLECTIVO,1
3424,88c2e3aa65fffff,2,COLECTIVO,1
3425,88c2e3aa69fffff,2,COLECTIVO,2
3426,88c2e3aa6bfffff,2,COLECTIVO,8
3427,88c2e3aa6dfffff,2,COLECTIVO,38
3428,88c2e3aa81fffff,2,COLECTIVO,1
3429,88c2e3aa83fffff,2,COLECTIVO,1
3430,88c2e3aa8dfffff,2,COLECTIVO,1
3431,88c2e3aabbfffff,2,COLECTIVO,3
3432,88c2e3aae9fffff,2,COLECTIVO,1
3433,88c2e3ab29fffff,2,COLECTIVO,1
3434,88c2e3ab43fffff,2,COLECTIVO,2
3435,88c2e3ab59fffff,2,COLECTIVO,20
3436,88c2e3ab63fffff,2,COLECTIVO,1
3437,88c2e3ac4dfffff,2,COLECTIVO,1
3438,88c2e3ac59fffff,2,COLECTIVO,5
3439,88c2e3ac61fffff,2,COLECTIVO,1
3440,88c2e3ac6bfffff,2,COLECTIVO,1
3441,88c2e3acedfffff,2,COLECTIVO,1
3442,88c2e3ad29fffff,2,COLECTIVO,10
3443,88c2e3ad2bfffff,2,COLECTIVO,2
3444,88c2e3ad4dfffff,2,COLECTIVO,2
3445,88c2e3ae87fffff,2,COLECTIVO,1
3446,88c2e3ae89fffff,2,COLECTIVO,2
3447,88c2e3ae8bfffff,2,COLECTIVO,3
3448,88c2e3aea3fffff,2,COLECTIVO,1
3449,88c2e3aec3fffff,2,COLECTIVO,2
3450,88c2e3aec9fffff,2,COLECTIVO,1
3451,88c2e3aed5fffff,2,COLECTIVO,1
3452,88c2e3aee3fffff,2,COLECTIVO,1
3453,88c2e3aee5fffff,2,COLECTIVO,2
3454,88c2e3aee7fffff,2,COLECTIVO,5
3455,88c2e3af03fffff,2,COLECTIVO,1
3456,88c2e3af15fffff,2,COLECTIVO,1
3457,88c2e3af2bfffff,2,COLECTIVO,1
3458,88c2e3af37fffff,2,COLECTIVO,1
3459,88c2e3b135fffff,2,COLECTIVO,4
3460,88c2e3b137fffff,2,COLECTIVO,22
3461,88c2e3b1e3fffff,2,COLECTIVO,1
3462,88c2e3b361fffff,2,COLECTIVO,11
3463,88c2e3b435fffff,2,COLECTIVO,5
3464,88c2e3b53bfffff,2,COLECTIVO,2
3465,88c2e3b5a5fffff,2,COLECTIVO,2
3466,88c2e3b5c5fffff,2,COLECTIVO,7
3467,88c2e3b5e3fffff,2,COLECTIVO,1
3468,88c2e3b5e9fffff,2,COLECTIVO,3
3469,88c2e3b86bfffff,2,COLECTIVO,1
3470,88c2e3b88dfffff,2,COLECTIVO,6
3471,88c2e3b8a1fffff,2,COLECTIVO,7
3472,88c2e3b8abfffff,2,COLECTIVO,9
3473,88c2e3b8c1fffff,2,COLECTIVO,4
3474,88c2e3b8c7fffff,2,COLECTIVO,6
3475,88c2e3b911fffff,2,COLECTIVO,1
3476,88c2e3b91dfffff,2,COLECTIVO,1
3477,88c2e3b921fffff,2,COLECTIVO,2
3478,88c2e3b92dfffff,2,COLECTIVO,2
3479,88c2e3b935fffff,2,COLECTIVO,1
3480,88c2e3b96bfffff,2,COLECTIVO,2
3481,88c2e3b985fffff,2,COLECTIVO,1
3482,88c2e3b987fffff,2,COLECTIVO,2
3483,88c2e3b993fffff,2,COLECTIVO,1
3484,88c2e3b997fffff,2,COLECTIVO,6
3485,88c2e3b9adfffff,2,COLECTIVO,3
3486,88c2e3b9b3fffff,2,COLECTIVO,2
3487,88c2e3b9b9fffff,2,COLECTIVO,7
3488,88c2e3b9bbfffff,2,COLECTIVO,4
3489,88c2e3b9c5fffff,2,COLECTIVO,1
3490,88c2e3b9e3fffff,2,COLECTIVO,1
3491,88c2e3ba19fffff,2,COLECTIVO,1
3492,88c2e3ba1bfffff,2,COLECTIVO,3
3493,88c2e3ba47fffff,2,COLECTIVO,1
3494,88c2e3ba61fffff,2,COLECTIVO,8
3495,88c2e3ba69fffff,2,COLECTIVO,11
3496,88c2e3ba6bfffff,2,COLECTIVO,11
3497,88c2e3ba6dfffff,2,COLECTIVO,3
3498,88c2e3ba81fffff,2,COLECTIVO,1
3499,88c2e3bab5fffff,2,COLECTIVO,3
3500,88c2e3babdfffff,2,COLECTIVO,1
3501,88c2e3bac9fffff,2,COLECTIVO,3
3502,88c2e3bacbfffff,2,COLECTIVO,1
3503,88c2e3bad5fffff,2,COLECTIVO,1
3504,88c2e3bb03fffff,2,COLECTIVO,2
3505,88c2e3bb05fffff,2,COLECTIVO,1
3506,88c2e3bb39fffff,2,COLECTIVO,1
3507,88c2e3c001fffff,2,COLECTIVO,1
3508,88c2e3c0c3fffff,2,COLECTIVO,4
3509,88c2e3c0cdfffff,2,COLECTIVO,3
3510,88c2e3c0d7fffff,2,COLECTIVO,1
3511,88c2e3c243fffff,2,COLECTIVO,1
3512,88c2e3c247fffff,2,COLECTIVO,5
3513,88c2e3c255fffff,2,COLECTIVO,6
3514,88c2e3c295fffff,2,COLECTIVO,5
3515,88c2e3c299fffff,2,COLECTIVO,2
3516,88c2e3c2d1fffff,2,COLECTIVO,1
3517,88c2e3c409fffff,2,COLECTIVO,2
3518,88c2e3c411fffff,2,COLECTIVO,1
3519,88c2e3c419fffff,2,COLECTIVO,2
3520,88c2e3c41bfffff,2,COLECTIVO,2
3521,88c2e3c41dfffff,2,COLECTIVO,17
3522,88c2e3c429fffff,2,COLECTIVO,1
3523,88c2e3c441fffff,2,COLECTIVO,1
3524,88c2e3c447fffff,2,COLECTIVO,1
3525,88c2e3c44dfffff,2,COLECTIVO,1
3526,88c2e3c451fffff,2,COLECTIVO,5
3527,88c2e3c457fffff,2,COLECTIVO,2
3528,88c2e3c45bfffff,2,COLECTIVO,1
3529,88c2e3c483fffff,2,COLECTIVO,1
3530,88c2e3c489fffff,2,COLECTIVO,2
3531,88c2e3c48dfffff,2,COLECTIVO,1
3532,88c2e3c493fffff,2,COLECTIVO,1
3533,88c2e3c499fffff,2,COLECTIVO,12
3534,88c2e3c49bfffff,2,COLECTIVO,10
3535,88c2e3c4bbfffff,2,COLECTIVO,1
3536,88c2e3c4c1fffff,2,COLECTIVO,1
3537,88c2e3c4c3fffff,2,COLECTIVO,1
3538,88c2e3c4cdfffff,2,COLECTIVO,1
3539,88c2e3c4d1fffff,2,COLECTIVO,1
3540,88c2e3c4d3fffff,2,COLECTIVO,9
3541,88c2e3c4d5fffff,2,COLECTIVO,4
3542,88c2e3c4d7fffff,2,COLECTIVO,9
3543,88c2e3c4ddfffff,2,COLECTIVO,1
3544,88c2e3c54bfffff,2,COLECTIVO,1
3545,88c2e3c611fffff,2,COLECTIVO,2
3546,88c2e3c619fffff,2,COLECTIVO,1
3547,88c2e3c63dfffff,2,COLECTIVO,2
3548,88c2e3c641fffff,2,COLECTIVO,9
3549,88c2e3c657fffff,2,COLECTIVO,2
3550,88c2e3c667fffff,2,COLECTIVO,2
3551,88c2e3c685fffff,2,COLECTIVO,1
3552,88c2e3c687fffff,2,COLECTIVO,3
3553,88c2e3c693fffff,2,COLECTIVO,10
3554,88c2e3c695fffff,2,COLECTIVO,1
3555,88c2e3c69bfffff,2,COLECTIVO,28
3556,88c2e3c6a1fffff,2,COLECTIVO,6
3557,88c2e3c6b3fffff,2,COLECTIVO,1
3558,88c2e3c6b5fffff,2,COLECTIVO,1
3559,88c2e3c6c1fffff,2,COLECTIVO,1
3560,88c2e3c6c3fffff,2,COLECTIVO,1
3561,88c2e3c6c5fffff,2,COLECTIVO,1
3562,88c2e3c6c7fffff,2,COLECTIVO,2
3563,88c2e3c6c9fffff,2,COLECTIVO,3
3564,88c2e3c6d3fffff,2,COLECTIVO,26
3565,88c2e3c6d5fffff,2,COLECTIVO,2
3566,88c2e3c6e1fffff,2,COLECTIVO,3
3567,88c2e3c6e3fffff,2,COLECTIVO,5
3568,88c2e3c6e5fffff,2,COLECTIVO,2
3569,88c2e3c6edfffff,2,COLECTIVO,9
3570,88c2e3c703fffff,2,COLECTIVO,1
3571,88c2e3c719fffff,2,COLECTIVO,1
3572,88c2e3c721fffff,2,COLECTIVO,1
3573,88c2e3c723fffff,2,COLECTIVO,4
3574,88c2e3c737fffff,2,COLECTIVO,5
3575,88c2e3c739fffff,2,COLECTIVO,1
3576,88c2e3c749fffff,2,COLECTIVO,2
3577,88c2e3c753fffff,2,COLECTIVO,1
3578,88c2e3c75dfffff,2,COLECTIVO,5
3579,88c2e3cb43fffff,2,COLECTIVO,4
3580,88c2e3d0b9fffff,2,COLECTIVO,3
3581,88c2e3d1e9fffff,2,COLECTIVO,2
3582,88c2e3d411fffff,2,COLECTIVO,2
3583,88c2e3d41bfffff,2,COLECTIVO,6
3584,88c2e3d465fffff,2,COLECTIVO,5
3585,88c2e3d481fffff,2,COLECTIVO,2
3586,88c2e3d483fffff,2,COLECTIVO,1
3587,88c2e3d48dfffff,2,COLECTIVO,2
3588,88c2e3d4b9fffff,2,COLECTIVO,2
3589,88c2e3d4c7fffff,2,COLECTIVO,1
3590,88c2e3d4e1fffff,2,COLECTIVO,1
3591,88c2e3d4e7fffff,2,COLECTIVO,2
3592,88c2e3d4ebfffff,2,COLECTIVO,9
3593,88c2e3d513fffff,2,COLECTIVO,6
3594,88c2e3d51bfffff,2,COLECTIVO,3
3595,88c2e3d539fffff,2,COLECTIVO,5
3596,88c2e3d553fffff,2,COLECTIVO,2
3597,88c2e3d583fffff,2,COLECTIVO,2
3598,88c2e3d585fffff,2,COLECTIVO,1
3599,88c2e3d58dfffff,2,COLECTIVO,6
3600,88c2e3d5a3fffff,2,COLECTIVO,6
3601,88c2e3d5a5fffff,2,COLECTIVO,6
3602,88c2e3d5a7fffff,2,COLECTIVO,24
3603,88c2e3d5adfffff,2,COLECTIVO,2
3604,88c2e3d5b5fffff,2,COLECTIVO,1
3605,88c2e3d5c5fffff,2,COLECTIVO,8
3606,88c2e3d5e3fffff,2,COLECTIVO,4
3607,88c2e3d5e9fffff,2,COLECTIVO,5
3608,88c2e3d687fffff,2,COLECTIVO,1
3609,88c2e3d68bfffff,2,COLECTIVO,1
3610,88c2e3d691fffff,2,COLECTIVO,11
3611,88c2e3d697fffff,2,COLECTIVO,2
3612,88c2e3d699fffff,2,COLECTIVO,5
3613,88c2e3d6a1fffff,2,COLECTIVO,3
3614,88c2e3d6a3fffff,2,COLECTIVO,1
3615,88c2e3d6a5fffff,2,COLECTIVO,6
3616,88c2e3d6bdfffff,2,COLECTIVO,2
3617,88c2e3d6d5fffff,2,COLECTIVO,6
3618,88c2e3d6d7fffff,2,COLECTIVO,3
3619,88c2e3d703fffff,2,COLECTIVO,3
3620,88c2e3d73bfffff,2,COLECTIVO,8
3621,88c2e3d743fffff,2,COLECTIVO,7
3622,88c2e3d81bfffff,2,COLECTIVO,1
3623,88c2e3d81dfffff,2,COLECTIVO,1
3624,88c2e3d861fffff,2,COLECTIVO,1
3625,88c2e3dab5fffff,2,COLECTIVO,1
3626,88c2e3db25fffff,2,COLECTIVO,7
3627,88c2e3db2bfffff,2,COLECTIVO,2
3628,88c2e3db2dfffff,2,COLECTIVO,3
3629,88c2e3db31fffff,2,COLECTIVO,1
3630,88c2e3db3dfffff,2,COLECTIVO,3
3631,88c2ee526dfffff,2,COLECTIVO,7
3632,88c2ee572dfffff,2,COLECTIVO,3
3633,88c2e31113fffff,2,TREN,3
3634,88c2e388d1fffff,2,TREN,3
3635,88c2e38ccdfffff,2,TREN,1
3636,88c2e38f69fffff,2,TREN,1
3637,88c2e39945fffff,2,TREN,18
3638,88c2e3a8cbfffff,2,TREN,1
3639,88c2e3ab59fffff,2,TREN,4
3640,88c2e02dd9fffff,3,COLECTIVO,3
3641,88c2e02e09fffff,3,COLECTIVO,2
3642,88c2e02e21fffff,3,COLECTIVO,1
3643,88c2e06095fffff,3,COLECTIVO,1
3644,88c2e06363fffff,3,COLECTIVO,2
3645,88c2e06521fffff,3,COLECTIVO,7
3646,88c2e06523fffff,3,COLECTIVO,3
3647,88c2e06525fffff,3,COLECTIVO,3
3648,88c2e06529fffff,3,COLECTIVO,7
3649,88c2e06541fffff,3,COLECTIVO,5
3650,88c2e06547fffff,3,COLECTIVO,3
3651,88c2e06549fffff,3,COLECTIVO,1
3652,88c2e06703fffff,3,COLECTIVO,1
3653,88c2e06707fffff,3,COLECTIVO,5
3654,88c2e0670bfffff,3,COLECTIVO,13
3655,88c2e0670dfffff,3,COLECTIVO,11
3656,88c2e06769fffff,3,COLECTIVO,2
3657,88c2e0676bfffff,3,COLECTIVO,18
3658,88c2e06c83fffff,3,COLECTIVO,12
3659,88c2e06c89fffff,3,COLECTIVO,3
3660,88c2e06c8dfffff,3,COLECTIVO,6
3661,88c2e06c91fffff,3,COLECTIVO,3
3662,88c2e06c93fffff,3,COLECTIVO,2
3663,88c2e06c95fffff,3,COLECTIVO,18
3664,88c2e06cb3fffff,3,COLECTIVO,19
3665,88c2e06cbbfffff,3,COLECTIVO,5
3666,88c2e06cd1fffff,3,COLECTIVO,11
3667,88c2e06cd5fffff,3,COLECTIVO,2
3668,88c2e06cd7fffff,3,COLECTIVO,24
3669,88c2e06cd9fffff,3,COLECTIVO,3
3670,88c2e06cdbfffff,3,COLECTIVO,15
3671,88c2e06ce3fffff,3,COLECTIVO,16
3672,88c2e06d15fffff,3,COLECTIVO,10
3673,88c2e06e89fffff,3,COLECTIVO,10
3674,88c2e06e97fffff,3,COLECTIVO,7
3675,88c2e06eb3fffff,3,COLECTIVO,4
3676,88c2e06eb9fffff,3,COLECTIVO,3
3677,88c2e06ebbfffff,3,COLECTIVO,2
3678,88c2e06ec1fffff,3,COLECTIVO,2
3679,88c2e06ec7fffff,3,COLECTIVO,1
3680,88c2e06ec9fffff,3,COLECTIVO,2
3681,88c2e07a13fffff,3,COLECTIVO,7
3682,88c2e07a83fffff,3,COLECTIVO,1
3683,88c2e07ac7fffff,3,COLECTIVO,6
3684,88c2e07ae9fffff,3,COLECTIVO,4
3685,88c2e14305fffff,3,COLECTIVO,1
3686,88c2e14835fffff,3,COLECTIVO,13
3687,88c2e1483dfffff,3,COLECTIVO,3
3688,88c2e149a1fffff,3,COLECTIVO,20
3689,88c2e149a5fffff,3,COLECTIVO,10
3690,88c2e149a7fffff,3,COLECTIVO,9
3691,88c2e149a9fffff,3,COLECTIVO,10
3692,88c2e149c1fffff,3,COLECTIVO,4
3693,88c2e149c7fffff,3,COLECTIVO,20
3694,88c2e149cbfffff,3,COLECTIVO,17
3695,88c2e149e3fffff,3,COLECTIVO,14
3696,88c2e149ebfffff,3,COLECTIVO,9
3697,88c2e16827fffff,3,COLECTIVO,1
3698,88c2e16835fffff,3,COLECTIVO,2
3699,88c2e16837fffff,3,COLECTIVO,1
3700,88c2e1690dfffff,3,COLECTIVO,2
3701,88c2e169d1fffff,3,COLECTIVO,3
3702,88c2e169d9fffff,3,COLECTIVO,1
3703,88c2e169ddfffff,3,COLECTIVO,7
3704,88c2e23615fffff,3,COLECTIVO,3
3705,88c2e23621fffff,3,COLECTIVO,1
3706,88c2e2362bfffff,3,COLECTIVO,4
3707,88c2e2362dfffff,3,COLECTIVO,1
3708,88c2e23639fffff,3,COLECTIVO,1
3709,88c2e23643fffff,3,COLECTIVO,1
3710,88c2e23745fffff,3,COLECTIVO,4
3711,88c2e23751fffff,3,COLECTIVO,2
3712,88c2e23753fffff,3,COLECTIVO,1
3713,88c2e2a4adfffff,3,COLECTIVO,2
3714,88c2e2a4ebfffff,3,COLECTIVO,1
3715,88c2e2a59bfffff,3,COLECTIVO,2
3716,88c2e2a6bdfffff,3,COLECTIVO,1
3717,88c2e2ac89fffff,3,COLECTIVO,1
3718,88c2e2ac99fffff,3,COLECTIVO,6
3719,88c2e2ac9bfffff,3,COLECTIVO,8
3720,88c2e2acd1fffff,3,COLECTIVO,4
3721,88c2e2acd3fffff,3,COLECTIVO,3
3722,88c2e2acd5fffff,3,COLECTIVO,1
3723,88c2e2acddfffff,3,COLECTIVO,2
3724,88c2e2ae8bfffff,3,COLECTIVO,1
3725,88c2e2aea9fffff,3,COLECTIVO,2
3726,88c2e2aeb5fffff,3,COLECTIVO,1
3727,88c2e300d9fffff,3,COLECTIVO,1
3728,88c2e30201fffff,3,COLECTIVO,3
3729,88c2e3020dfffff,3,COLECTIVO,2
3730,88c2e30211fffff,3,COLECTIVO,59
3731,88c2e30213fffff,3,COLECTIVO,3
3732,88c2e30215fffff,3,COLECTIVO,7
3733,88c2e30217fffff,3,COLECTIVO,1
3734,88c2e30219fffff,3,COLECTIVO,49
3735,88c2e3021dfffff,3,COLECTIVO,6
3736,88c2e30229fffff,3,COLECTIVO,2
3737,88c2e30241fffff,3,COLECTIVO,28
3738,88c2e30243fffff,3,COLECTIVO,16
3739,88c2e30247fffff,3,COLECTIVO,26
3740,88c2e3024bfffff,3,COLECTIVO,1
3741,88c2e3024dfffff,3,COLECTIVO,6
3742,88c2e30253fffff,3,COLECTIVO,1
3743,88c2e30255fffff,3,COLECTIVO,5
3744,88c2e30257fffff,3,COLECTIVO,11
3745,88c2e3025bfffff,3,COLECTIVO,3
3746,88c2e3025dfffff,3,COLECTIVO,3
3747,88c2e30263fffff,3,COLECTIVO,1
3748,88c2e30265fffff,3,COLECTIVO,1
3749,88c2e30267fffff,3,COLECTIVO,4
3750,88c2e30269fffff,3,COLECTIVO,8
3751,88c2e3026bfffff,3,COLECTIVO,20
3752,88c2e3026dfffff,3,COLECTIVO,1
3753,88c2e30281fffff,3,COLECTIVO,9
3754,88c2e30283fffff,3,COLECTIVO,3
3755,88c2e3028bfffff,3,COLECTIVO,1
3756,88c2e3028dfffff,3,COLECTIVO,5
3757,88c2e3029bfffff,3,COLECTIVO,1
3758,88c2e302b9fffff,3,COLECTIVO,10
3759,88c2e302bbfffff,3,COLECTIVO,8
3760,88c2e302c5fffff,3,COLECTIVO,2
3761,88c2e302c7fffff,3,COLECTIVO,4
3762,88c2e302c9fffff,3,COLECTIVO,1
3763,88c2e302d3fffff,3,COLECTIVO,1
3764,88c2e302d5fffff,3,COLECTIVO,2
3765,88c2e302d7fffff,3,COLECTIVO,1
3766,88c2e302d9fffff,3,COLECTIVO,8
3767,88c2e302dbfffff,3,COLECTIVO,4
3768,88c2e302e3fffff,3,COLECTIVO,2
3769,88c2e302e9fffff,3,COLECTIVO,2
3770,88c2e3034bfffff,3,COLECTIVO,3
3771,88c2e3035bfffff,3,COLECTIVO,1
3772,88c2e3035dfffff,3,COLECTIVO,1
3773,88c2e30409fffff,3,COLECTIVO,1
3774,88c2e3040bfffff,3,COLECTIVO,6
3775,88c2e3041dfffff,3,COLECTIVO,5
3776,88c2e30441fffff,3,COLECTIVO,8
3777,88c2e30445fffff,3,COLECTIVO,3
3778,88c2e30447fffff,3,COLECTIVO,9
3779,88c2e30449fffff,3,COLECTIVO,5
3780,88c2e3044bfffff,3,COLECTIVO,5
3781,88c2e30455fffff,3,COLECTIVO,3
3782,88c2e30457fffff,3,COLECTIVO,4
3783,88c2e30469fffff,3,COLECTIVO,2
3784,88c2e3046bfffff,3,COLECTIVO,7
3785,88c2e30601fffff,3,COLECTIVO,1
3786,88c2e30605fffff,3,COLECTIVO,1
3787,88c2e30609fffff,3,COLECTIVO,3
3788,88c2e3060dfffff,3,COLECTIVO,8
3789,88c2e30611fffff,3,COLECTIVO,5
3790,88c2e30617fffff,3,COLECTIVO,3
3791,88c2e3061bfffff,3,COLECTIVO,2
3792,88c2e30621fffff,3,COLECTIVO,6
3793,88c2e30623fffff,3,COLECTIVO,14
3794,88c2e30625fffff,3,COLECTIVO,2
3795,88c2e30627fffff,3,COLECTIVO,1
3796,88c2e30629fffff,3,COLECTIVO,4
3797,88c2e3062dfffff,3,COLECTIVO,3
3798,88c2e30631fffff,3,COLECTIVO,7
3799,88c2e30635fffff,3,COLECTIVO,2
3800,88c2e3063bfffff,3,COLECTIVO,8
3801,88c2e30643fffff,3,COLECTIVO,2
3802,88c2e30649fffff,3,COLECTIVO,5
3803,88c2e3064dfffff,3,COLECTIVO,7
3804,88c2e3065bfffff,3,COLECTIVO,2
3805,88c2e30667fffff,3,COLECTIVO,2
3806,88c2e306a5fffff,3,COLECTIVO,4
3807,88c2e306a7fffff,3,COLECTIVO,6
3808,88c2e30705fffff,3,COLECTIVO,2
3809,88c2e30707fffff,3,COLECTIVO,2
3810,88c2e3070bfffff,3,COLECTIVO,2
3811,88c2e30711fffff,3,COLECTIVO,6
3812,88c2e30713fffff,3,COLECTIVO,2
3813,88c2e30715fffff,3,COLECTIVO,5
3814,88c2e30717fffff,3,COLECTIVO,11
3815,88c2e3071bfffff,3,COLECTIVO,1
3816,88c2e3071dfffff,3,COLECTIVO,9
3817,88c2e30729fffff,3,COLECTIVO,2
3818,88c2e30739fffff,3,COLECTIVO,5
3819,88c2e30743fffff,3,COLECTIVO,1
3820,88c2e30749fffff,3,COLECTIVO,2
3821,88c2e30755fffff,3,COLECTIVO,1
3822,88c2e3075bfffff,3,COLECTIVO,2
3823,88c2e30761fffff,3,COLECTIVO,6
3824,88c2e30763fffff,3,COLECTIVO,2
3825,88c2e3076dfffff,3,COLECTIVO,3
3826,88c2e31001fffff,3,COLECTIVO,4
3827,88c2e31003fffff,3,COLECTIVO,18
3828,88c2e31005fffff,3,COLECTIVO,5
3829,88c2e31007fffff,3,COLECTIVO,25
3830,88c2e31009fffff,3,COLECTIVO,3
3831,88c2e3100bfffff,3,COLECTIVO,13
3832,88c2e3100dfffff,3,COLECTIVO,2
3833,88c2e31011fffff,3,COLECTIVO,3
3834,88c2e31013fffff,3,COLECTIVO,4
3835,88c2e31019fffff,3,COLECTIVO,1
3836,88c2e3101bfffff,3,COLECTIVO,1
3837,88c2e3101dfffff,3,COLECTIVO,4
3838,88c2e31021fffff,3,COLECTIVO,1
3839,88c2e31023fffff,3,COLECTIVO,4
3840,88c2e31025fffff,3,COLECTIVO,4
3841,88c2e31027fffff,3,COLECTIVO,10
3842,88c2e3102bfffff,3,COLECTIVO,2
3843,88c2e3102dfffff,3,COLECTIVO,7
3844,88c2e31031fffff,3,COLECTIVO,10
3845,88c2e31033fffff,3,COLECTIVO,17
3846,88c2e31037fffff,3,COLECTIVO,6
3847,88c2e31039fffff,3,COLECTIVO,2
3848,88c2e3103bfffff,3,COLECTIVO,2
3849,88c2e3103dfffff,3,COLECTIVO,4
3850,88c2e31041fffff,3,COLECTIVO,7
3851,88c2e31043fffff,3,COLECTIVO,1
3852,88c2e31045fffff,3,COLECTIVO,1
3853,88c2e31047fffff,3,COLECTIVO,1
3854,88c2e31049fffff,3,COLECTIVO,1
3855,88c2e3104bfffff,3,COLECTIVO,2
3856,88c2e3104dfffff,3,COLECTIVO,1
3857,88c2e31051fffff,3,COLECTIVO,5
3858,88c2e31053fffff,3,COLECTIVO,9
3859,88c2e31057fffff,3,COLECTIVO,18
3860,88c2e31059fffff,3,COLECTIVO,1
3861,88c2e3105bfffff,3,COLECTIVO,6
3862,88c2e3105dfffff,3,COLECTIVO,2
3863,88c2e31061fffff,3,COLECTIVO,5
3864,88c2e31063fffff,3,COLECTIVO,2
3865,88c2e31065fffff,3,COLECTIVO,7
3866,88c2e31067fffff,3,COLECTIVO,2
3867,88c2e31069fffff,3,COLECTIVO,4
3868,88c2e3106bfffff,3,COLECTIVO,2
3869,88c2e3106dfffff,3,COLECTIVO,3
3870,88c2e31085fffff,3,COLECTIVO,6
3871,88c2e31087fffff,3,COLECTIVO,9
3872,88c2e31089fffff,3,COLECTIVO,2
3873,88c2e3108bfffff,3,COLECTIVO,1
3874,88c2e31091fffff,3,COLECTIVO,3
3875,88c2e31095fffff,3,COLECTIVO,5
3876,88c2e3109bfffff,3,COLECTIVO,9
3877,88c2e3109dfffff,3,COLECTIVO,2
3878,88c2e310a1fffff,3,COLECTIVO,2
3879,88c2e310a3fffff,3,COLECTIVO,1
3880,88c2e310a5fffff,3,COLECTIVO,9
3881,88c2e310a9fffff,3,COLECTIVO,13
3882,88c2e310abfffff,3,COLECTIVO,3
3883,88c2e310adfffff,3,COLECTIVO,40
3884,88c2e310b3fffff,3,COLECTIVO,3
3885,88c2e310b7fffff,3,COLECTIVO,3
3886,88c2e310b9fffff,3,COLECTIVO,9
3887,88c2e310bbfffff,3,COLECTIVO,2
3888,88c2e310bdfffff,3,COLECTIVO,2
3889,88c2e310c3fffff,3,COLECTIVO,1
3890,88c2e310c5fffff,3,COLECTIVO,2
3891,88c2e310c7fffff,3,COLECTIVO,1
