escenario_id,cantidad_proyectos,tipo_escenario,dimension_dominante,prioridad_escenario,ranking_v4,score_analitico_v4,indice_demanda_media,indice_demanda_mediana,deficit_infraestructura_media,deficit_infraestructura_mediana,indice_conectividad_media,indice_conectividad_mediana,indice_intermodalidad_media,indice_intermodalidad_mediana,indice_integracion_media,indice_integracion_mediana,indice_centralidad_media,indice_centralidad_mediana,impacto_potencial_media,impacto_potencial_mediana,urgencia_intervencion_media,urgencia_intervencion_mediana,prioridad_territorial_media,prioridad_territorial_mediana,score_cartera_media,score_cartera_mediana,score_analitico_v4_relativo,indice_demanda_media_relativo,deficit_infraestructura_media_relativo,indice_conectividad_media_relativo,indice_intermodalidad_media_relativo,indice_integracion_media_relativo,indice_centralidad_media_relativo,impacto_potencial_media_relativo,urgencia_intervencion_media_relativo,prioridad_territorial_media_relativo,score_cartera_media_relativo
AMBA-E001,20,ESCENARIO_DE_NECESIDAD,INTEGRACION,PRIORIDAD_3_MEDIA,1,75.62863262771457,60.24305555555556,67.36111111111111,73.52715500000001,76.3732,47.929680000000005,48.6545,37.214029999999994,39.00435,59.618055000000005,59.1435,45.285000000000004,44.95,56.65864727777779,59.0756325,61.57871025000001,61.312802500000004,59.62550936666668,62.48380541666666,59.473460185833346,62.295156458333324,1.0,1.0,0.8300796719696032,0.0,0.38964493609303175,1.0,0.6098156836200396,1.0,0.7333229710887826,1.0,1.0
AMBA-E003,20,ESCENARIO_DE_NECESIDAD,IMPACTO,PRIORIDAD_3_MEDIA,2,53.98703726915902,52.53472222222221,53.47222222222222,64.05439499999999,64.04865000000001,58.906245,60.32985,42.19827500000001,41.2041,49.31714,47.685199999999995,46.95399999999999,47.765,53.93859786111111,54.488478611111105,55.89336925000001,54.072815000000006,55.14699659166668,55.103407583333336,55.07769268083333,54.915848141666665,0.5368020337376754,0.5986224709427457,0.24306510557886613,0.6040810717798882,0.7640575708037178,0.2926087731186305,0.7916112317064623,0.7508073355972601,0.29241581977061204,0.5351100245886588,0.5263243230290608
AMBA-E002,21,ESCENARIO_ESTRATEGICO,CONECTIVIDAD,PRIORIDAD_3_MEDIA,3,50.43312554075381,49.999999999999986,53.47222222222222,60.13200952380953,60.1123,66.10036190476191,66.4062,45.33918095238096,43.5238,49.16776666666666,48.2639,48.86714285714286,49.63,53.160520714285724,54.991861666666665,52.12277119047619,52.561915,53.06529516666666,55.13034966666667,52.93820040238095,54.941882433333326,0.4607371846542487,0.46663796814463987,0.0,1.0,1.0,0.2823509090813062,1.0,0.6795251316268972,0.0,0.31901995788520643,0.2957785873373311
AMBA-E004,21,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_3_MEDIA,4,50.06100792142361,50.72751322751323,49.30555555555556,73.26526666666668,71.98349999999999,55.64648095238094,56.8576,34.81861428571428,39.3629,48.66070952380952,47.8009,42.07857142857143,41.32,50.92487256613756,50.34377277777777,62.17305047619048,61.031054999999995,56.13401461111111,54.627634500000006,56.258498684126984,54.203204150000005,0.45277270136970266,0.5045200172191133,0.8138507939620893,0.424684169412411,0.20970315778697127,0.24752994663431285,0.260555983474547,0.47471005904383806,0.7794149919620144,0.6375669797974276,0.6535646928496364
AMBA-E005,21,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_3_MEDIA,5,46.76910256565975,48.842592592592595,50.69444444444444,69.24583333333332,69.5837,57.444609523809525,57.8125,39.023723809523815,41.2041,49.89527142857143,51.0417,43.75238095238095,47.1,50.396979153439155,52.04302722222223,58.96918976190476,57.167845,54.422515349206364,56.09496266666667,54.500686081746025,56.183087,0.3823156097988137,0.4063710718897979,0.5647717594142755,0.5236418519503105,0.5255877373083473,0.3323105957776679,0.44287540814394705,0.42634800899249126,0.5309505461608004,0.45990557973958646,0.464147697188751
AMBA-E006,20,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_4_MEDIA_BAJA,6,45.722324015302135,49.58333333333333,49.30555555555556,76.26919000000001,79.4055,49.058155,44.09725,32.027010000000004,30.1615,51.14584500000001,52.8935,39.686499999999995,38.56999999999999,49.071725666666666,50.876488888888886,65.01741575000001,65.28954,56.32875965000001,54.691148166666665,56.54350296749999,54.82407200833333,0.35991126817706764,0.4449418854928969,1.0,0.06210416350441204,0.0,0.4181908086517942,0.0,0.3049371826470789,1.0,0.6577823997122542,0.6842759615217782
AMBA-E007,21,ESCENARIO_DE_NECESIDAD,CONECTIVIDAD,PRIORIDAD_4_MEDIA_BAJA,7,28.906503139133896,41.038359788359784,31.944444444444443,65.71820952380953,67.608,65.79034761904761,63.4549,43.15124285714286,41.2041,45.056219047619045,43.8657,43.887142857142855,41.88,45.743199894179895,40.19143833333334,55.582970714285715,56.60494,49.992019698412705,46.818400833333335,50.19333938015874,47.63795571666666,0.0,0.0,0.34616951878564756,0.982938764360128,0.8356437801869746,0.0,0.45755432626099946,0.0,0.2683439243196403,0.0,0.0
