escenario_id,cluster_territorial,cantidad_proyectos,score_escenario,score_necesidad,score_estrategico,tipo_escenario,dimension_dominante,prioridad_escenario
AMBA-E001,3,17,55.751448155260405,0.7044982265862829,0.459525318196818,ESCENARIO_DE_NECESIDAD,INTEGRACION,PRIORIDAD_3_MEDIA
AMBA-E002,5,26,54.190890610285415,0.5265285118922206,0.5521625022432765,ESCENARIO_ESTRATEGICO,CONECTIVIDAD,PRIORIDAD_3_MEDIA
AMBA-E003,7,16,53.74391081151112,0.5953640057760587,0.4988225096744795,ESCENARIO_DE_NECESIDAD,IMPACTO,PRIORIDAD_3_MEDIA
AMBA-E004,4,21,51.30732598678722,0.5969066198487395,0.45718435321396084,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_3_MEDIA
AMBA-E005,2,22,50.08194960959839,0.5614911424116916,0.460371731885512,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_3_MEDIA
AMBA-E006,6,19,47.97071742899471,0.6098226736858948,0.39296350802598207,ESCENARIO_DE_NECESIDAD,DEFICIT,PRIORIDAD_4_MEDIA_BAJA
AMBA-E007,1,23,47.93763362098484,0.4935348410345889,0.46993733299335483,ESCENARIO_DE_NECESIDAD,CONECTIVIDAD,PRIORIDAD_4_MEDIA_BAJA
