proceso,version,dictamen,fundamento,score_validacion,clasificacion_score,proyectos_totales,proyectos_asignados,proyectos_sin_escenario,cobertura,escenarios,minimo_proyectos,maximo_proyectos,promedio_proyectos,desvio_proyectos,score_tamano,distancia_media_m,distancia_maxima_m,score_cohesion,score_indicadores,score_balance,errores,warnings
30,V1.0,RECHAZADO,Se detectaron errores estructurales o de integridad que impiden validar el resultado.,0.0,RECHAZADO,144,144,0,1.0,7,19,23,20.571428571428573,1.6781914463529615,0.9755263747406859,6448.735999187101,34285.485048750925,0.7556058092725759,1.0,0.91842124913562,21,0
