id_h3,provincia,jurisdiccion,operaciones_totales,categoria_demanda,hora_pico,modo_dominante,metodo_asignacion,distancia_asignacion_m
88c2e2ac19fffff,Buenos Aires,La Plata,1056,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3b15bfffff,Buenos Aires,Merlo,1056,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e2a517fffff,Buenos Aires,La Plata,1055,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3062bfffff,Buenos Aires,San Fernando,1055,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31541fffff,Buenos Aires,General San Martín,1054,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3db45fffff,Buenos Aires,La Plata,1054,DEMANDA_MEDIA,13,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31613fffff,Buenos Aires,Tres de Febrero,1053,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e33217fffff,Buenos Aires,Escobar,1052,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e39833fffff,Buenos Aires,Esteban Echeverría,1052,DEMANDA_MEDIA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e02e41fffff,Buenos Aires,Cañuelas,1051,DEMANDA_MEDIA,14,TREN,REPRESENTATIVE_POINT,
88c2e3d61bfffff,Buenos Aires,Almirante Brown,1051,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38841fffff,Buenos Aires,Lomas de Zamora,1050,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c469fffff,Buenos Aires,Quilmes,1050,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38b3dfffff,Buenos Aires,Lomas de Zamora,1049,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c6bbfffff,Buenos Aires,Lanús,1046,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3891bfffff,Buenos Aires,Lomas de Zamora,1046,DEMANDA_MEDIA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3af15fffff,Buenos Aires,Pilar,1045,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e315d7fffff,Buenos Aires,San Isidro,1045,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3d5a9fffff,Buenos Aires,Florencio Varela,1045,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e332ebfffff,Buenos Aires,Escobar,1044,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e385d7fffff,Buenos Aires,Merlo,1044,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e2ae83fffff,Buenos Aires,La Plata,1044,DEMANDA_MEDIA,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3ba2bfffff,Buenos Aires,Merlo,1043,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38913fffff,Buenos Aires,Lanús,1041,DEMANDA_MEDIA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e2ae9dfffff,Buenos Aires,La Plata,1041,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38a43fffff,Buenos Aires,Esteban Echeverría,1040,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e385b9fffff,Buenos Aires,Merlo,1039,DEMANDA_MEDIA,11,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38b4bfffff,Buenos Aires,Lomas de Zamora,1039,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31719fffff,Buenos Aires,General San Martín,1038,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3aa39fffff,Buenos Aires,José C. Paz,1037,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3ba33fffff,Buenos Aires,Moreno,1037,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a343fffff,Buenos Aires,Moreno,1037,DEMANDA_MEDIA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3d4c1fffff,Buenos Aires,Almirante Brown,1036,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e384a3fffff,Buenos Aires,Merlo,1035,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38ebbfffff,Buenos Aires,Morón,1032,DEMANDA_MEDIA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e39139fffff,Buenos Aires,Ezeiza,1029,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38c97fffff,Buenos Aires,Hurlingham,1027,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3d737fffff,Buenos Aires,Florencio Varela,1027,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3026dfffff,Ciudad Autónoma de Buenos Aires,Comuna 14,1025,DEMANDA_MEDIA,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31603fffff,Buenos Aires,Tres de Febrero,1025,DEMANDA_MEDIA,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a16dfffff,Buenos Aires,San Miguel,1024,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a125fffff,Buenos Aires,José C. Paz,1024,DEMANDA_MEDIA,5,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c6a7fffff,Buenos Aires,Avellaneda,1023,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e2a687fffff,Buenos Aires,La Plata,1022,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c283fffff,Buenos Aires,Berazategui,1022,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3aabbfffff,Buenos Aires,José C. Paz,1022,DEMANDA_MEDIA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3065bfffff,Buenos Aires,Tigre,1021,DEMANDA_MEDIA,15,COLECTIVO,REPRESENTATIVE_POINT,
88c2e30759fffff,Buenos Aires,San Isidro,1021,DEMANDA_MEDIA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38589fffff,Buenos Aires,Merlo,1021,DEMANDA_MEDIA,11,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38693fffff,Buenos Aires,Marcos Paz,1019,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38951fffff,Buenos Aires,Lomas de Zamora,1018,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3ac65fffff,Buenos Aires,Pilar,1018,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31017fffff,Ciudad Autónoma de Buenos Aires,Comuna 6,1017,DEMANDA_MEDIA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31169fffff,Ciudad Autónoma de Buenos Aires,Comuna 4,1016,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38095fffff,Buenos Aires,La Matanza,1013,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e30295fffff,Buenos Aires,San Isidro,1012,DEMANDA_MEDIA,15,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3d4d3fffff,Buenos Aires,Almirante Brown,1010,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c201fffff,Buenos Aires,Berazategui,1008,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e398c5fffff,Buenos Aires,Esteban Echeverría,1007,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3b84dfffff,Buenos Aires,Ituzaingó,1005,DEMANDA_MEDIA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e2a5b7fffff,Buenos Aires,La Plata,1004,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e2aeb3fffff,Buenos Aires,La Plata,1004,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a139fffff,Buenos Aires,José C. Paz,1004,DEMANDA_MEDIA,18,COLECTIVO,REPRESENTATIVE_POINT,
88c2e06701fffff,Buenos Aires,San Vicente,1003,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e2ace3fffff,Buenos Aires,Berisso,1000,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3bab3fffff,Buenos Aires,Moreno,1000,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e39927fffff,Buenos Aires,Almirante Brown,999,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3b193fffff,Buenos Aires,Moreno,999,DEMANDA_MEDIA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3163bfffff,Buenos Aires,Tres de Febrero,998,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38a61fffff,Buenos Aires,Esteban Echeverría,998,DEMANDA_MEDIA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3b95bfffff,Buenos Aires,Ituzaingó,997,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38513fffff,Buenos Aires,Merlo,996,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38013fffff,Buenos Aires,La Matanza,995,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3d683fffff,Buenos Aires,Almirante Brown,991,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c299fffff,Buenos Aires,Berazategui,991,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a9e5fffff,Buenos Aires,Tigre,991,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c489fffff,Buenos Aires,Avellaneda,991,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38b2dfffff,Buenos Aires,Almirante Brown,990,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e33707fffff,Buenos Aires,Escobar,987,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3ba01fffff,Buenos Aires,Merlo,987,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a24dfffff,Buenos Aires,Moreno,986,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e388c1fffff,Buenos Aires,La Matanza,986,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3d845fffff,Buenos Aires,La Plata,986,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3d695fffff,Buenos Aires,Almirante Brown,985,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38e33fffff,Buenos Aires,La Matanza,984,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e39925fffff,Buenos Aires,Almirante Brown,983,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3992dfffff,Buenos Aires,Almirante Brown,983,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3854dfffff,Buenos Aires,La Matanza,982,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e39235fffff,Buenos Aires,Cañuelas,981,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a80bfffff,Buenos Aires,Malvinas Argentinas,981,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3b52dfffff,Buenos Aires,General Rodríguez,979,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38ea9fffff,Buenos Aires,Morón,979,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3162bfffff,Buenos Aires,Tres de Febrero,979,DEMANDA_MEDIA,9,COLECTIVO,REPRESENTATIVE_POINT,
88c2e384d1fffff,Buenos Aires,Merlo,979,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e384d7fffff,Buenos Aires,Merlo,978,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38ee1fffff,Buenos Aires,Morón,978,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38d13fffff,Buenos Aires,La Matanza,977,DEMANDA_MEDIA,13,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3aeabfffff,Buenos Aires,Pilar,977,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3b83bfffff,Buenos Aires,San Miguel,977,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3b82dfffff,Buenos Aires,Ituzaingó,976,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38461fffff,Buenos Aires,Merlo,976,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38c09fffff,Buenos Aires,La Matanza,975,DEMANDA_MEDIA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3b8b9fffff,Buenos Aires,San Miguel,975,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3aeebfffff,Buenos Aires,Pilar,975,DEMANDA_MEDIA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e16825fffff,Buenos Aires,Luján,973,DEMANDA_MEDIA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3b5d3fffff,Buenos Aires,General Rodríguez,971,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3d969fffff,Buenos Aires,Ensenada,971,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a951fffff,Buenos Aires,Tigre,971,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e385c5fffff,Buenos Aires,Merlo,971,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c2d3fffff,Buenos Aires,Florencio Varela,970,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3bb51fffff,Buenos Aires,Ituzaingó,970,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a953fffff,Buenos Aires,Tigre,970,DEMANDA_MEDIA,15,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38c27fffff,Buenos Aires,La Matanza,968,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e399e7fffff,Buenos Aires,Almirante Brown,966,DEMANDA_MEDIA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c2c3fffff,Buenos Aires,Florencio Varela,966,DEMANDA_MEDIA,7,COLECTIVO,INTERSECCION_MAYOR_AREA,
88c2e38993fffff,Ciudad Autónoma de Buenos Aires,Comuna 8,966,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c44bfffff,Buenos Aires,Quilmes,965,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38d5dfffff,Buenos Aires,La Matanza,965,DEMANDA_MEDIA,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e388c5fffff,Buenos Aires,La Matanza,964,DEMANDA_MEDIA,14,COLECTIVO,REPRESENTATIVE_POINT,
88c2e30665fffff,Buenos Aires,San Isidro,964,DEMANDA_MEDIA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c4e9fffff,Buenos Aires,Avellaneda,960,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38c49fffff,Buenos Aires,La Matanza,960,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c689fffff,Buenos Aires,Lanús,958,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38429fffff,Buenos Aires,Merlo,958,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e315b3fffff,Buenos Aires,San Isidro,956,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c633fffff,Buenos Aires,Quilmes,956,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a161fffff,Buenos Aires,José C. Paz,955,DEMANDA_MEDIA,5,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c427fffff,Buenos Aires,Quilmes,954,DEMANDA_MEDIA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e06547fffff,Buenos Aires,San Vicente,954,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38e6dfffff,Buenos Aires,La Matanza,953,DEMANDA_MEDIA,9,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38b25fffff,Buenos Aires,Almirante Brown,953,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3bb1dfffff,Buenos Aires,Ituzaingó,953,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a9b9fffff,Buenos Aires,Tigre,952,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38213fffff,Buenos Aires,La Matanza,951,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3b915fffff,Buenos Aires,Hurlingham,950,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31a99fffff,Ciudad Autónoma de Buenos Aires,Comuna 1,950,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e302d3fffff,Buenos Aires,San Isidro,948,DEMANDA_MEDIA,18,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c0d7fffff,Buenos Aires,Berazategui,946,DEMANDA_MEDIA,11,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31301fffff,Buenos Aires,Lanús,946,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38887fffff,Buenos Aires,La Matanza,946,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38c39fffff,Buenos Aires,La Matanza,946,DEMANDA_MEDIA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3066bfffff,Buenos Aires,San Fernando,943,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3d6b5fffff,Buenos Aires,Almirante Brown,943,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3af31fffff,Buenos Aires,Pilar,942,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a8ebfffff,Buenos Aires,Malvinas Argentinas,942,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e39709fffff,Buenos Aires,La Matanza,942,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3db4bfffff,Buenos Aires,La Plata,942,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a115fffff,Buenos Aires,Moreno,941,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38f6bfffff,Buenos Aires,La Matanza,941,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38d09fffff,Buenos Aires,La Matanza,941,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e2a59dfffff,Buenos Aires,La Plata,940,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e2366bfffff,Buenos Aires,Berisso,940,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3990dfffff,Buenos Aires,Almirante Brown,940,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3b90bfffff,Buenos Aires,Hurlingham,940,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31549fffff,Buenos Aires,General San Martín,939,DEMANDA_MEDIA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c6e9fffff,Buenos Aires,Lanús,938,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e30751fffff,Buenos Aires,San Isidro,938,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e1691bfffff,Buenos Aires,Luján,937,DEMANDA_MEDIA,18,COLECTIVO,REPRESENTATIVE_POINT,
88c2e2aed9fffff,Buenos Aires,La Plata,936,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3d533fffff,Buenos Aires,Florencio Varela,936,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3b067fffff,Buenos Aires,Merlo,936,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e2adc9fffff,Buenos Aires,Berisso,935,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e33701fffff,Buenos Aires,Escobar,935,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38d25fffff,Ciudad Autónoma de Buenos Aires,Comuna 9,935,DEMANDA_MEDIA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a25bfffff,Buenos Aires,General Rodríguez,935,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c64bfffff,Buenos Aires,Almirante Brown,934,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e389ddfffff,Buenos Aires,Lomas de Zamora,934,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e39023fffff,Buenos Aires,Ezeiza,933,DEMANDA_MEDIA,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3d563fffff,Buenos Aires,Florencio Varela,933,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c66dfffff,Buenos Aires,Quilmes,933,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3ba89fffff,Buenos Aires,Moreno,933,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38b33fffff,Buenos Aires,Lomas de Zamora,932,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38eddfffff,Buenos Aires,Morón,932,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e060b1fffff,Buenos Aires,San Vicente,929,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3d959fffff,Buenos Aires,La Plata,929,DEMANDA_MEDIA,13,COLECTIVO,REPRESENTATIVE_POINT,
88c2e33211fffff,Buenos Aires,Escobar,928,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31597fffff,Buenos Aires,San Isidro,927,DEMANDA_MEDIA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38183fffff,Buenos Aires,La Matanza,927,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e149a1fffff,Buenos Aires,Marcos Paz,926,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c249fffff,Buenos Aires,Florencio Varela,926,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31223fffff,Ciudad Autónoma de Buenos Aires,Comuna 8,925,DEMANDA_MEDIA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2eeda4bfffff,Buenos Aires,Pilar,925,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e330d1fffff,Buenos Aires,Escobar,925,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3b8cbfffff,Buenos Aires,Moreno,924,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3d651fffff,Buenos Aires,Almirante Brown,923,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e399d7fffff,Buenos Aires,Esteban Echeverría,923,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c691fffff,Buenos Aires,Lanús,923,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3146dfffff,Buenos Aires,General San Martín,922,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31431fffff,Buenos Aires,General San Martín,922,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e23753fffff,Buenos Aires,Berisso,921,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e2acb5fffff,Buenos Aires,Berisso,920,DEMANDA_MEDIA,10,COLECTIVO,REPRESENTATIVE_POINT,
88c2e30729fffff,Buenos Aires,San Isidro,917,DEMANDA_MEDIA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3064bfffff,Buenos Aires,San Fernando,917,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e2a5cbfffff,Buenos Aires,La Plata,915,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a82dfffff,Buenos Aires,Malvinas Argentinas,914,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3d4cdfffff,Buenos Aires,Almirante Brown,914,DEMANDA_MEDIA,13,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3d52dfffff,Buenos Aires,Florencio Varela,914,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e30351fffff,Ciudad Autónoma de Buenos Aires,Comuna 14,913,DEMANDA_MEDIA,22,COLECTIVO,NEAREST,446.26868633459776
88c2e3c501fffff,Buenos Aires,Quilmes,913,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e388d3fffff,Buenos Aires,La Matanza,913,DEMANDA_MEDIA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c417fffff,Buenos Aires,Avellaneda,913,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38c81fffff,Buenos Aires,Hurlingham,913,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a807fffff,Buenos Aires,Malvinas Argentinas,913,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3d69dfffff,Buenos Aires,Almirante Brown,912,DEMANDA_MEDIA,18,COLECTIVO,REPRESENTATIVE_POINT,
88c2e314adfffff,Buenos Aires,General San Martín,912,DEMANDA_MEDIA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3d4e3fffff,Buenos Aires,Almirante Brown,911,DEMANDA_MEDIA,17,COLECTIVO,REPRESENTATIVE_POINT,
