id_h3,provincia,jurisdiccion,operaciones_totales,categoria_demanda,hora_pico,modo_dominante,metodo_asignacion,distancia_asignacion_m
88c2e0444bfffff,Buenos Aires,Brandsen,23,DEMANDA_BAJA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3af3bfffff,Buenos Aires,Pilar,23,DEMANDA_BAJA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a8d5fffff,Buenos Aires,Pilar,23,DEMANDA_BAJA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e02607fffff,Buenos Aires,Cañuelas,23,DEMANDA_BAJA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3390dfffff,Buenos Aires,San Fernando,23,DEMANDA_BAJA,17,COLECTIVO,INTERSECCION_MAYOR_AREA,
88c2e3b323fffff,Buenos Aires,Merlo,23,DEMANDA_BAJA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2ee5741fffff,Buenos Aires,Zárate,23,DEMANDA_BAJA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e338adfffff,Buenos Aires,San Fernando,23,DEMANDA_BAJA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e1ca81fffff,Buenos Aires,Lobos,23,DEMANDA_BAJA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e0644bfffff,Buenos Aires,San Vicente,23,DEMANDA_BAJA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e30597fffff,Buenos Aires,Tigre,23,DEMANDA_BAJA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2ee89a7fffff,Buenos Aires,San Andrés de Giles,23,DEMANDA_BAJA,13,COLECTIVO,REPRESENTATIVE_POINT,
88c2eecdb5fffff,Buenos Aires,Zárate,23,DEMANDA_BAJA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e14d97fffff,Buenos Aires,General Rodríguez,22,DEMANDA_BAJA,11,COLECTIVO,REPRESENTATIVE_POINT,
88c2ee5261fffff,Buenos Aires,Campana,22,DEMANDA_BAJA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e2adcbfffff,Buenos Aires,Berisso,22,DEMANDA_BAJA,14,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3236dfffff,Buenos Aires,Tigre,22,DEMANDA_BAJA,11,COLECTIVO,REPRESENTATIVE_POINT,
88c2e2ad19fffff,Buenos Aires,La Plata,22,DEMANDA_BAJA,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e16d41fffff,Buenos Aires,Luján,22,DEMANDA_BAJA,13,COLECTIVO,REPRESENTATIVE_POINT,
88c2eed665fffff,Buenos Aires,Luján,22,DEMANDA_BAJA,14,COLECTIVO,REPRESENTATIVE_POINT,
88c2ee4003fffff,Buenos Aires,Campana,22,DEMANDA_BAJA,20,COLECTIVO,REPRESENTATIVE_POINT,
88c2eed0a7fffff,Buenos Aires,Exaltación de la Cruz,22,DEMANDA_BAJA,9,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38b05fffff,Buenos Aires,Lomas de Zamora,22,DEMANDA_BAJA,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e32613fffff,Buenos Aires,Campana,22,DEMANDA_BAJA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e326e7fffff,Buenos Aires,Campana,22,DEMANDA_BAJA,4,COLECTIVO,REPRESENTATIVE_POINT,
88c2e14829fffff,Buenos Aires,Marcos Paz,22,DEMANDA_BAJA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3058dfffff,Buenos Aires,Tigre,22,DEMANDA_BAJA,13,COLECTIVO,REPRESENTATIVE_POINT,
88c2e33b2bfffff,Buenos Aires,Tigre,22,DEMANDA_BAJA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e02615fffff,Buenos Aires,Cañuelas,22,DEMANDA_BAJA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e14867fffff,Buenos Aires,Marcos Paz,22,DEMANDA_BAJA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e232abfffff,Buenos Aires,Berisso,22,DEMANDA_BAJA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e32045fffff,Buenos Aires,San Fernando,22,DEMANDA_BAJA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e16927fffff,Buenos Aires,Luján,22,DEMANDA_BAJA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c02bfffff,Buenos Aires,Berazategui,22,DEMANDA_BAJA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a205fffff,Buenos Aires,Moreno,22,DEMANDA_BAJA,14,COLECTIVO,REPRESENTATIVE_POINT,
88c2e33815fffff,Buenos Aires,Tigre,22,DEMANDA_BAJA,19,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a19dfffff,Buenos Aires,Pilar,22,DEMANDA_BAJA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e168edfffff,Buenos Aires,Luján,22,DEMANDA_BAJA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e330cdfffff,Buenos Aires,Escobar,22,DEMANDA_BAJA,13,COLECTIVO,REPRESENTATIVE_POINT,
88c2e305b3fffff,Buenos Aires,Tigre,22,DEMANDA_BAJA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e331c3fffff,Buenos Aires,Escobar,22,DEMANDA_BAJA,11,COLECTIVO,REPRESENTATIVE_POINT,
88c2eec001fffff,Buenos Aires,Exaltación de la Cruz,22,DEMANDA_BAJA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3da53fffff,Buenos Aires,La Plata,22,DEMANDA_BAJA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e16703fffff,Buenos Aires,Mercedes,22,DEMANDA_BAJA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e14cb1fffff,Buenos Aires,General Rodríguez,22,DEMANDA_BAJA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3932dfffff,Buenos Aires,Ezeiza,22,DEMANDA_BAJA,15,COLECTIVO,REPRESENTATIVE_POINT,
88c2e314edfffff,Buenos Aires,General San Martín,21,DEMANDA_BAJA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3d12dfffff,Buenos Aires,La Plata,21,DEMANDA_BAJA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e33b47fffff,Buenos Aires,Tigre,21,DEMANDA_BAJA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e382adfffff,Buenos Aires,La Matanza,21,DEMANDA_BAJA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e32167fffff,Buenos Aires,San Fernando,21,DEMANDA_BAJA,18,COLECTIVO,REPRESENTATIVE_POINT,
88c2ee0917fffff,Buenos Aires,Zárate,21,DEMANDA_BAJA,18,COLECTIVO,REPRESENTATIVE_POINT,
88c2e381c3fffff,Buenos Aires,La Matanza,21,DEMANDA_BAJA,18,COLECTIVO,REPRESENTATIVE_POINT,
88c2eec22dfffff,Buenos Aires,Exaltación de la Cruz,21,DEMANDA_BAJA,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e316c3fffff,Buenos Aires,San Miguel,21,DEMANDA_BAJA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3b345fffff,Buenos Aires,Marcos Paz,21,DEMANDA_BAJA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e2304dfffff,Buenos Aires,Berisso,21,DEMANDA_BAJA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e2365bfffff,Buenos Aires,Ensenada,21,DEMANDA_BAJA,15,COLECTIVO,REPRESENTATIVE_POINT,
88c2e30427fffff,Buenos Aires,Tigre,21,DEMANDA_BAJA,5,COLECTIVO,REPRESENTATIVE_POINT,
88c2e168adfffff,Buenos Aires,Luján,21,DEMANDA_BAJA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e1c26bfffff,Buenos Aires,Lobos,21,DEMANDA_BAJA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c341fffff,Buenos Aires,Berazategui,21,DEMANDA_BAJA,5,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3d735fffff,Buenos Aires,Florencio Varela,21,DEMANDA_BAJA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2eec9bbfffff,Buenos Aires,Campana,21,DEMANDA_BAJA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e32311fffff,Buenos Aires,San Fernando,21,DEMANDA_BAJA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e32347fffff,Buenos Aires,Escobar,21,DEMANDA_BAJA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3b821fffff,Buenos Aires,Ituzaingó,21,DEMANDA_BAJA,14,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3b735fffff,Buenos Aires,General Rodríguez,21,DEMANDA_BAJA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3265dfffff,Buenos Aires,Campana,21,DEMANDA_BAJA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2eedb31fffff,Buenos Aires,Pilar,21,DEMANDA_BAJA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2eedb1dfffff,Buenos Aires,Pilar,21,DEMANDA_BAJA,18,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3ad09fffff,Buenos Aires,Pilar,21,DEMANDA_BAJA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e2aadbfffff,Buenos Aires,La Plata,21,DEMANDA_BAJA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e2a717fffff,Buenos Aires,La Plata,21,DEMANDA_BAJA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e02c15fffff,Buenos Aires,Cañuelas,21,DEMANDA_BAJA,11,COLECTIVO,REPRESENTATIVE_POINT,
88c2e326edfffff,Buenos Aires,Campana,21,DEMANDA_BAJA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2eec939fffff,Buenos Aires,Campana,21,DEMANDA_BAJA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2eec925fffff,Buenos Aires,Campana,21,DEMANDA_BAJA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3d761fffff,Buenos Aires,Florencio Varela,21,DEMANDA_BAJA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e2b2bdfffff,Buenos Aires,Brandsen,21,DEMANDA_BAJA,15,COLECTIVO,REPRESENTATIVE_POINT,
88c2e33005fffff,Buenos Aires,Escobar,21,DEMANDA_BAJA,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3246dfffff,Buenos Aires,Campana,21,DEMANDA_BAJA,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e304d3fffff,Buenos Aires,Tigre,20,DEMANDA_BAJA,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38135fffff,Buenos Aires,Esteban Echeverría,20,DEMANDA_BAJA,11,COLECTIVO,REPRESENTATIVE_POINT,
88c2e06115fffff,Buenos Aires,San Vicente,20,DEMANDA_BAJA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3d127fffff,Buenos Aires,La Plata,20,DEMANDA_BAJA,13,COLECTIVO,REPRESENTATIVE_POINT,
88c2e39a4bfffff,Buenos Aires,Esteban Echeverría,20,DEMANDA_BAJA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e390c5fffff,Buenos Aires,Ezeiza,20,DEMANDA_BAJA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e14ee3fffff,Buenos Aires,General Las Heras,20,DEMANDA_BAJA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3b5edfffff,Buenos Aires,General Rodríguez,20,DEMANDA_BAJA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3b557fffff,Buenos Aires,General Rodríguez,20,DEMANDA_BAJA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31419fffff,Buenos Aires,General San Martín,20,DEMANDA_BAJA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e339d1fffff,Buenos Aires,San Fernando,20,DEMANDA_BAJA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e2ace7fffff,Buenos Aires,Berisso,20,DEMANDA_BAJA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e161d1fffff,Buenos Aires,Luján,20,DEMANDA_BAJA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e2a769fffff,Buenos Aires,La Plata,20,DEMANDA_BAJA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e16abbfffff,Buenos Aires,Luján,20,DEMANDA_BAJA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a889fffff,Buenos Aires,Pilar,20,DEMANDA_BAJA,4,COLECTIVO,REPRESENTATIVE_POINT,
88c2eecd83fffff,Buenos Aires,Zárate,20,DEMANDA_BAJA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2ee509bfffff,Buenos Aires,Zárate,20,DEMANDA_BAJA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a835fffff,Buenos Aires,Malvinas Argentinas,20,DEMANDA_BAJA,15,COLECTIVO,REPRESENTATIVE_POINT,
88c2e232a9fffff,Buenos Aires,Berisso,20,DEMANDA_BAJA,14,COLECTIVO,REPRESENTATIVE_POINT,
88c2ee8da5fffff,Buenos Aires,San Antonio de Areco,20,DEMANDA_BAJA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e06029fffff,Buenos Aires,San Vicente,20,DEMANDA_BAJA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3d221fffff,Buenos Aires,La Plata,20,DEMANDA_BAJA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e331e1fffff,Buenos Aires,Tigre,20,DEMANDA_BAJA,15,COLECTIVO,REPRESENTATIVE_POINT,
88c2e305b7fffff,Buenos Aires,Tigre,20,DEMANDA_BAJA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2eec213fffff,Buenos Aires,Exaltación de la Cruz,20,DEMANDA_BAJA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3813dfffff,Buenos Aires,Ezeiza,20,DEMANDA_BAJA,14,COLECTIVO,REPRESENTATIVE_POINT,
88c2eec335fffff,Buenos Aires,Exaltación de la Cruz,20,DEMANDA_BAJA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e02e3dfffff,Buenos Aires,Cañuelas,20,DEMANDA_BAJA,18,COLECTIVO,REPRESENTATIVE_POINT,
88c2ee8dbdfffff,Buenos Aires,San Antonio de Areco,20,DEMANDA_BAJA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e16aadfffff,Buenos Aires,Luján,20,DEMANDA_BAJA,18,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3d809fffff,Buenos Aires,La Plata,20,DEMANDA_BAJA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3b037fffff,Buenos Aires,Moreno,20,DEMANDA_BAJA,18,COLECTIVO,REPRESENTATIVE_POINT,
88c2e16929fffff,Buenos Aires,Luján,20,DEMANDA_BAJA,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3acc1fffff,Buenos Aires,Pilar,20,DEMANDA_BAJA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2ee0b33fffff,Buenos Aires,Zárate,20,DEMANDA_BAJA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e332c7fffff,Buenos Aires,Escobar,19,DEMANDA_BAJA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a9adfffff,Buenos Aires,Tigre,19,DEMANDA_BAJA,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e06705fffff,Buenos Aires,San Vicente,19,DEMANDA_BAJA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e23657fffff,Buenos Aires,Ensenada,19,DEMANDA_BAJA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e2a48dfffff,Buenos Aires,La Plata,19,DEMANDA_BAJA,18,COLECTIVO,REPRESENTATIVE_POINT,
88c2e32059fffff,Buenos Aires,Campana,19,DEMANDA_BAJA,15,COLECTIVO,REPRESENTATIVE_POINT,
88c2e0673bfffff,Buenos Aires,San Vicente,19,DEMANDA_BAJA,5,COLECTIVO,REPRESENTATIVE_POINT,
88c2e2a441fffff,Buenos Aires,La Plata,19,DEMANDA_BAJA,11,COLECTIVO,REPRESENTATIVE_POINT,
88c2e32069fffff,Buenos Aires,San Fernando,19,DEMANDA_BAJA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3051bfffff,Buenos Aires,Tigre,19,DEMANDA_BAJA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3a005fffff,Buenos Aires,Moreno,19,DEMANDA_BAJA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3d28bfffff,Buenos Aires,Florencio Varela,19,DEMANDA_BAJA,11,COLECTIVO,REPRESENTATIVE_POINT,
88c2e38f6dfffff,Buenos Aires,La Matanza,19,DEMANDA_BAJA,21,COLECTIVO,REPRESENTATIVE_POINT,
88c2eec1c1fffff,Buenos Aires,Exaltación de la Cruz,19,DEMANDA_BAJA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2eeda47fffff,Buenos Aires,Pilar,19,DEMANDA_BAJA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3221bfffff,Buenos Aires,Escobar,19,DEMANDA_BAJA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e16907fffff,Buenos Aires,Luján,19,DEMANDA_BAJA,5,COLECTIVO,REPRESENTATIVE_POINT,
88c2e330edfffff,Buenos Aires,Escobar,19,DEMANDA_BAJA,15,COLECTIVO,REPRESENTATIVE_POINT,
88c2e33a97fffff,Buenos Aires,Tigre,19,DEMANDA_BAJA,10,COLECTIVO,REPRESENTATIVE_POINT,
88c2e2ae6bfffff,Buenos Aires,La Plata,19,DEMANDA_BAJA,13,COLECTIVO,REPRESENTATIVE_POINT,
88c2e2ae09fffff,Buenos Aires,La Plata,19,DEMANDA_BAJA,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2ee5205fffff,Buenos Aires,Campana,19,DEMANDA_BAJA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e02663fffff,Buenos Aires,Cañuelas,19,DEMANDA_BAJA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2ee1349fffff,Buenos Aires,San Andrés de Giles,19,DEMANDA_BAJA,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2eec80dfffff,Buenos Aires,Campana,19,DEMANDA_BAJA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e0a127fffff,Buenos Aires,Monte,19,DEMANDA_BAJA,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3ad9bfffff,Buenos Aires,Pilar,19,DEMANDA_BAJA,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e02c1dfffff,Buenos Aires,Cañuelas,19,DEMANDA_BAJA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2ee5541fffff,Buenos Aires,Zárate,19,DEMANDA_BAJA,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e02e23fffff,Buenos Aires,Cañuelas,19,DEMANDA_BAJA,14,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3b649fffff,Buenos Aires,General Rodríguez,19,DEMANDA_BAJA,10,COLECTIVO,REPRESENTATIVE_POINT,
88c2eeda95fffff,Buenos Aires,Exaltación de la Cruz,19,DEMANDA_BAJA,10,COLECTIVO,REPRESENTATIVE_POINT,
88c2eedb03fffff,Buenos Aires,Pilar,19,DEMANDA_BAJA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e14db3fffff,Buenos Aires,General Rodríguez,19,DEMANDA_BAJA,9,COLECTIVO,REPRESENTATIVE_POINT,
88c2eedb49fffff,Buenos Aires,Pilar,18,DEMANDA_BAJA,13,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3b755fffff,Buenos Aires,General Rodríguez,18,DEMANDA_BAJA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e30699fffff,Buenos Aires,Tigre,18,DEMANDA_BAJA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e314e5fffff,Buenos Aires,General San Martín,18,DEMANDA_BAJA,15,COLECTIVO,REPRESENTATIVE_POINT,
88c2e1c353fffff,Buenos Aires,Lobos,18,DEMANDA_BAJA,9,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3069dfffff,Buenos Aires,Tigre,18,DEMANDA_BAJA,19,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31649fffff,Buenos Aires,Morón,18,DEMANDA_BAJA,11,COLECTIVO,REPRESENTATIVE_POINT,
88c2e32717fffff,Buenos Aires,Campana,18,DEMANDA_BAJA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e17969fffff,Buenos Aires,General Rodríguez,18,DEMANDA_BAJA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e0646dfffff,Buenos Aires,San Vicente,18,DEMANDA_BAJA,18,COLECTIVO,REPRESENTATIVE_POINT,
88c2e33b25fffff,Buenos Aires,Tigre,18,DEMANDA_BAJA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e0649bfffff,Buenos Aires,Ezeiza,18,DEMANDA_BAJA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2eed14bfffff,Buenos Aires,Luján,18,DEMANDA_BAJA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e33055fffff,Buenos Aires,Escobar,18,DEMANDA_BAJA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e11997fffff,Buenos Aires,Navarro,18,DEMANDA_BAJA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e338e7fffff,Buenos Aires,San Fernando,18,DEMANDA_BAJA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e31ac3fffff,Ciudad Autónoma de Buenos Aires,Comuna 1,18,DEMANDA_BAJA,15,COLECTIVO,REPRESENTATIVE_POINT,
88c2e331edfffff,Buenos Aires,Tigre,18,DEMANDA_BAJA,14,COLECTIVO,REPRESENTATIVE_POINT,
88c2e39011fffff,Buenos Aires,Ezeiza,18,DEMANDA_BAJA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e30513fffff,Buenos Aires,Tigre,18,DEMANDA_BAJA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e14b01fffff,Buenos Aires,Marcos Paz,18,DEMANDA_BAJA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e33b3dfffff,Buenos Aires,Tigre,18,DEMANDA_BAJA,18,COLECTIVO,REPRESENTATIVE_POINT,
88c2e06667fffff,Buenos Aires,San Vicente,18,DEMANDA_BAJA,11,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3225dfffff,Buenos Aires,Escobar,18,DEMANDA_BAJA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3b031fffff,Buenos Aires,Moreno,18,DEMANDA_BAJA,10,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3b55dfffff,Buenos Aires,General Rodríguez,18,DEMANDA_BAJA,19,COLECTIVO,REPRESENTATIVE_POINT,
88c2e39325fffff,Buenos Aires,Ezeiza,18,DEMANDA_BAJA,14,COLECTIVO,REPRESENTATIVE_POINT,
88c2e332abfffff,Buenos Aires,Escobar,18,DEMANDA_BAJA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2eed915fffff,Buenos Aires,Campana,18,DEMANDA_BAJA,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e2a4cdfffff,Buenos Aires,La Plata,17,DEMANDA_BAJA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e0671dfffff,Buenos Aires,San Vicente,17,DEMANDA_BAJA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e2a6b9fffff,Buenos Aires,La Plata,17,DEMANDA_BAJA,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e061d9fffff,Buenos Aires,San Vicente,17,DEMANDA_BAJA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e166d9fffff,Buenos Aires,Mercedes,17,DEMANDA_BAJA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e166a9fffff,Buenos Aires,Mercedes,17,DEMANDA_BAJA,12,COLECTIVO,REPRESENTATIVE_POINT,
88c2e331abfffff,Buenos Aires,Escobar,17,DEMANDA_BAJA,5,COLECTIVO,REPRESENTATIVE_POINT,
88c2e160e7fffff,Buenos Aires,Mercedes,17,DEMANDA_BAJA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2eec1cbfffff,Buenos Aires,Exaltación de la Cruz,17,DEMANDA_BAJA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3319dfffff,Buenos Aires,Escobar,17,DEMANDA_BAJA,15,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3318bfffff,Buenos Aires,Escobar,17,DEMANDA_BAJA,19,COLECTIVO,REPRESENTATIVE_POINT,
88c2e06b05fffff,Buenos Aires,La Plata,17,DEMANDA_BAJA,6,COLECTIVO,REPRESENTATIVE_POINT,
88c2e33193fffff,Buenos Aires,Escobar,17,DEMANDA_BAJA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2ee400bfffff,Buenos Aires,Campana,17,DEMANDA_BAJA,20,COLECTIVO,REPRESENTATIVE_POINT,
88c2e06449fffff,Buenos Aires,San Vicente,17,DEMANDA_BAJA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e32355fffff,Buenos Aires,Escobar,17,DEMANDA_BAJA,9,COLECTIVO,REPRESENTATIVE_POINT,
88c2e33857fffff,Buenos Aires,Tigre,17,DEMANDA_BAJA,18,COLECTIVO,REPRESENTATIVE_POINT,
88c2e06d33fffff,Buenos Aires,Florencio Varela,17,DEMANDA_BAJA,17,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3236bfffff,Buenos Aires,Escobar,17,DEMANDA_BAJA,11,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c361fffff,Buenos Aires,Berazategui,17,DEMANDA_BAJA,18,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3c169fffff,Buenos Aires,Berazategui,17,DEMANDA_BAJA,18,COLECTIVO,REPRESENTATIVE_POINT,
88c2e338e1fffff,Buenos Aires,San Fernando,17,DEMANDA_BAJA,7,COLECTIVO,REPRESENTATIVE_POINT,
88c2e32a4dfffff,Buenos Aires,San Fernando,17,DEMANDA_BAJA,10,COLECTIVO,REPRESENTATIVE_POINT,
88c2e338d9fffff,Buenos Aires,Tigre,17,DEMANDA_BAJA,20,COLECTIVO,REPRESENTATIVE_POINT,
88c2e32629fffff,Buenos Aires,Campana,17,DEMANDA_BAJA,14,COLECTIVO,REPRESENTATIVE_POINT,
88c2e1cf45fffff,Buenos Aires,Lobos,17,DEMANDA_BAJA,14,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3ad85fffff,Buenos Aires,Escobar,17,DEMANDA_BAJA,5,COLECTIVO,REPRESENTATIVE_POINT,
88c2ee5617fffff,Buenos Aires,Zárate,17,DEMANDA_BAJA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e236cdfffff,Buenos Aires,Ensenada,17,DEMANDA_BAJA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e236c5fffff,Buenos Aires,Ensenada,17,DEMANDA_BAJA,8,COLECTIVO,REPRESENTATIVE_POINT,
88c2e39505fffff,Buenos Aires,La Matanza,17,DEMANDA_BAJA,10,COLECTIVO,REPRESENTATIVE_POINT,
88c2eed351fffff,Buenos Aires,Luján,17,DEMANDA_BAJA,16,COLECTIVO,REPRESENTATIVE_POINT,
88c2e3204dfffff,Buenos Aires,San Fernando,17,DEMANDA_BAJA,16,COLECTIVO,REPRESENTATIVE_POINT,
