h3_total_sube,h3_con_geometria,h3_sin_geometria,h3_con_jurisdiccion,h3_sin_jurisdiccion,h3_cobertura_geometrica_pct,h3_sin_geometria_pct,h3_cobertura_territorial_pct,registros_totales,registros_con_geometria,registros_sin_geometria,operaciones_totales,operaciones_con_geometria,operaciones_sin_geometria,operaciones_con_jurisdiccion,operaciones_sin_jurisdiccion,cobertura_geografica_operaciones_pct,cobertura_territorial_operaciones_pct
7110,6785,325,6785,0,95.42897327707455,4.571026722925457,100.0,105926,104803,1123,11926332,11919434,6898,11919434,6898,99.94216159670887,99.94216159670887
