id_h3,geometry,id_jurisdiccion,jurisdiccion,provincia_jurisdiccion,metodo_asignacion,confianza_asignacion,registros,operaciones_totales,hora_promedio,operaciones_colectivo,operaciones_lanchas,operaciones_subte,operaciones_tren,operaciones_madrugada,operaciones_manana,operaciones_mediodia,operaciones_noche,operaciones_tarde,hora_pico,operaciones_hora_pico,pct_colectivo,pct_tren,pct_subte,pct_lanchas,ranking_operaciones,percentil_demanda,categoria_demanda,pct_hora_pico,franja_dominante,perfil_temporal,modo_dominante,operaciones_modo_dominante,pct_modo_dominante,indice_dominancia_modal,cantidad_modos,diversidad_modal,perfil_nodo,prioridad_analitica,ranking_perfil,jurisdiccion_completa,provincia,categoria_jurisdiccion,fuente_jurisdiccion,distancia_asignacion_m,clasificacion_distancia
88c2e3c529fffff,"POLYGON ((-58.22237010569937 -34.71309972399358, -58.227128875622604 -34.711142356241346, -58.227882858750604 -34.70730237324538, -58.22387820330345 -34.705419656066006, -58.219119327042016 -34.707377023005186, -58.21836521256998 -34.71121710792802, -58.22237010569937 -34.71309972399358))",060658,Quilmes,"{'id': '06', 'nombre': 'Buenos Aires', 'interseccion': 0.0}",NEAREST,MUY_BAJA,21,3814,12.857142857142858,3814,0,0,0,136,1064,1525,166,923,7,548,100.0,0.0,0.0,0.0,600,91.171702284451,DEMANDA_ALTA,14.368117461982171,MEDIODIA,DIURNO,COLECTIVO,3814,100.0,1.0,1,0.25,DEMANDA_ALTA_DIURNO,PRIORIDAD_MEDIA,600,Municipio Quilmes,Buenos Aires,Municipio,DPE - INDEC,768.5042423368744,ACEPTABLE
88c2e30351fffff,"POLYGON ((-58.41479934100627 -34.555951949891785, -58.41954701553123 -34.553986355050604, -58.42029787307865 -34.55013720008766, -58.41630118770818 -34.548253535983854, -58.41155340534459 -34.55021912950276, -58.41080241619401 -34.55406838843903, -58.41479934100627 -34.555951949891785))",022098,Comuna 14,"{'id': '02', 'nombre': 'Ciudad Autónoma de Buenos Aires', 'interseccion': 0.0}",NEAREST,BAJA,23,913,11.869565217391305,913,0,0,0,40,123,308,227,215,22,137,100.0,0.0,0.0,0.0,2218,67.28813559322035,DEMANDA_MEDIA,15.005476451259584,MEDIODIA,DIURNO,COLECTIVO,913,100.0,1.0,1,0.25,DEMANDA_MEDIA_DIURNO,PRIORIDAD_BAJA,2218,Comuna 14,Ciudad Autónoma de Buenos Aires,Comuna,DPE - INDEC,446.26868633459776,BUENA
88c2e3c567fffff,"POLYGON ((-58.21685693223933 -34.718896455841026, -58.22161603120462 -34.71693934701608, -58.22237010569937 -34.71309972399358, -58.21836521256998 -34.71121710792802, -58.213606007309146 -34.7131742159576, -58.21285180147728 -34.717013940839294, -58.21685693223933 -34.718896455841026))",060658,Quilmes,"{'id': '06', 'nombre': 'Buenos Aires', 'interseccion': 0.0}",NEAREST,MUY_BAJA,9,60,10.444444444444445,60,0,0,0,13,29,7,0,11,6,14,100.0,0.0,0.0,0.0,4737,30.14738393515107,DEMANDA_MEDIA,23.333333333333332,MANANA,MATUTINO,COLECTIVO,60,100.0,1.0,1,0.25,DEMANDA_MEDIA_MATUTINO,PRIORIDAD_BAJA,4737,Municipio Quilmes,Buenos Aires,Municipio,DPE - INDEC,548.775579958911,ACEPTABLE
