nodo_id,h3,instalaciones_250m,instalaciones_500m,instalaciones_1000m,intercambiadores_250m,intercambiadores_500m,intercambiadores_1000m,modos_250m,cantidad_modos_250m,ferrocarril_250m,subte_250m,autobus_250m,fluvial_250m,tranvia_250m,modos_500m,cantidad_modos_500m,ferrocarril_500m,subte_500m,autobus_500m,fluvial_500m,tranvia_500m,modos_1000m,cantidad_modos_1000m,ferrocarril_1000m,subte_1000m,autobus_1000m,fluvial_1000m,tranvia_1000m,densidad_instalaciones_250m,densidad_instalaciones_500m,densidad_instalaciones_1000m,instalaciones_500m_normalizadas,densidad_instalaciones_500m_normalizada,intercambiadores_500m_normalizados,diversidad_modal_500m_normalizada,modo_ferroviario_estructurante,modo_subterraneo_estructurante,modo_fluvial_estructurante,conectividad_modal_500m,soporte_fisico_preliminar,categoria_soporte_fisico,ranking_soporte_fisico,tipo_intermodalidad,score_intermodalidad,score_demanda,score_densidad,score_conectividad,score_alcance,score_integracion,ranking_centralidad,ranking_operaciones_validacion,ranking_centralidad_validacion,diferencia_ranking_abs,score_intermodalidad_500m,categoria_intermodalidad_500m,ranking_intermodalidad,demanda_base_23,indice_demanda_estructural,infraestructura_instalaciones,infraestructura_intercambiadores,infraestructura_diversidad_modal,indice_infraestructura_estructural,indice_intermodalidad_estructural,indice_conectividad_estructural,indice_integracion_territorial,indice_centralidad_estructural,indice_centralidad_estructural_robusto,ranking_centralidad_estructural,ranking_centralidad_estructural_robusto,categoria_centralidad_estructural,categoria_centralidad_estructural_robusta,brecha_demanda_infraestructura,deficit_infraestructura,diagnostico_demanda_infraestructura,prioridad_intervencion,ranking_prioridad_intervencion
78,1,5,5,10,1,1,2,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,25.464790894703256,6.366197723675814,3.183098861837907,0.0012913223140495868,0.23483860732538517,0.12590471182995822,0.4,1,0,0,0.3177714135489874,21.39,SOPORTE_FISICO_BAJO,106,MONOMODAL,50.0,37.5,53.47222222222222,23.26388888888889,46.18055555555556,50.34722222222222,101,91,101,10,65.0,INTERMODALIDAD_MEDIA,104,37.5,37.5,21.6873,12.5905,40.0,22.5762,30.7691,50.7812,48.9583,35.56,29.86,102,102,CENTRALIDAD_ESTRUCTURAL_BAJA,CENTRALIDAD_ESTRUCTURAL_BAJA,14.92,14.92,CENTRALIDAD_SECUNDARIA,28.47,84
79,1,6,17,44,2,3,6,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,30.557749073643905,21.645072260497766,14.00563499208679,0.004390495867768595,0.36690985424200945,0.25180942365991643,0.4,1,0,0,0.3555428270979749,29.2,SOPORTE_FISICO_BAJO,73,MONOMODAL,50.0,36.80555555555556,52.77777777777778,23.26388888888889,46.18055555555556,50.34722222222222,102,92,102,10,70.0,INTERMODALIDAD_MEDIA,16,36.80555555555556,36.80555555555556,34.9848,25.1809,40.0,32.179,42.5105,62.934,48.7269,41.9,45.83,79,79,CENTRALIDAD_ESTRUCTURAL_MEDIA,CENTRALIDAD_ESTRUCTURAL_MEDIA,4.63,4.63,CENTRALIDAD_SECUNDARIA,23.94,96
112,1,7,15,40,1,2,3,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,35.65070725258456,19.098593171027442,12.732395447351628,0.0038739669421487604,0.35288088494021963,0.19955424691458712,0.4,1,0,0,0.3398662740743761,27.4,SOPORTE_FISICO_BAJO,82,MONOMODAL,50.0,18.75,23.61111111111111,69.44444444444444,46.18055555555556,50.34722222222222,103,118,103,15,70.0,INTERMODALIDAD_MEDIA,16,18.75,18.75,33.5592,19.9554,40.0,29.8423,41.2041,75.1736,39.0046,36.5,33.33,97,97,CENTRALIDAD_ESTRUCTURAL_BAJA,CENTRALIDAD_ESTRUCTURAL_BAJA,-11.09,0.0,CENTRALIDAD_SECUNDARIA,11.25,120
82,1,8,14,34,0,1,2,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,40.74366543152521,17.82535362629228,10.822536130248883,0.003615702479338843,0.34518442464383275,0.12590471182995822,0.4,1,0,0,0.3177714135489874,25.28,SOPORTE_FISICO_BAJO,95,MONOMODAL,50.0,36.11111111111111,49.30555555555556,23.26388888888889,46.18055555555556,50.34722222222222,104,93,104,11,70.0,INTERMODALIDAD_MEDIA,16,36.11111111111111,36.11111111111111,32.778,12.5905,40.0,27.0415,39.3629,61.2847,47.5694,39.42,36.11,93,93,CENTRALIDAD_ESTRUCTURAL_BAJA,CENTRALIDAD_ESTRUCTURAL_BAJA,9.07,9.07,CENTRALIDAD_SECUNDARIA,25.29,93
113,1,3,4,9,0,0,1,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,15.278874536821952,5.092958178940651,2.864788975654116,0.0010330578512396695,0.2125216136193653,0.0,0.2,0,0,0,0.13999999999999999,12.45,SOPORTE_FISICO_MUY_BAJO,136,MONOMODAL,50.0,18.055555555555554,22.916666666666664,69.44444444444444,46.18055555555556,50.34722222222222,105,119,105,14,34.0,INTERMODALIDAD_BAJA,136,18.055555555555554,18.055555555555554,19.4805,0.0,20.0,12.6857,17.2396,39.4965,38.7731,21.84,6.94,135,135,CENTRALIDAD_ESTRUCTURAL_BAJA,CENTRALIDAD_ESTRUCTURAL_MUY_BAJA,5.37,5.37,CENTRALIDAD_SECUNDARIA,12.98,116
83,1,3,3,12,1,1,1,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,15.278874536821952,3.819718634205488,3.819718634205488,0.0007747933884297521,0.18495368961100384,0.12590471182995822,0.4,1,0,0,0.3177714135489874,19.63,SOPORTE_FISICO_MUY_BAJO,113,MONOMODAL,50.0,35.41666666666667,47.91666666666667,23.26388888888889,46.18055555555556,50.34722222222222,106,94,106,12,63.0,INTERMODALIDAD_MEDIA,108,35.41666666666667,35.41666666666667,16.7796,12.5905,40.0,20.5945,30.1615,66.4062,47.1065,36.48,32.64,98,98,CENTRALIDAD_ESTRUCTURAL_BAJA,CENTRALIDAD_ESTRUCTURAL_BAJA,14.82,14.82,CENTRALIDAD_SECUNDARIA,27.18,87
95,2,54,98,213,8,11,18,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,275.0197416627951,124.77747538404594,67.80000575714742,0.0253099173553719,0.5685460743856711,0.45136367057450355,0.4,1,0,0,0.415409101172351,41.56,SOPORTE_FISICO_MEDIO,13,MONOMODAL,50.0,45.83333333333333,25.0,23.26388888888889,46.18055555555556,50.34722222222222,107,79,107,28,70.0,INTERMODALIDAD_MEDIA,16,45.83333333333333,45.83333333333333,55.619,45.1364,40.0,47.2416,47.4994,59.0278,39.4676,47.86,57.64,62,62,CENTRALIDAD_ESTRUCTURAL_MEDIA,CENTRALIDAD_ESTRUCTURAL_MEDIA,-1.41,0.0,CENTRALIDAD_SECUNDARIA,27.5,86
116,1,27,50,122,1,1,3,AUTOBUS|TRANVIA,2,0,0,1,0,1,AUTOBUS|FERROCARRIL|TRANVIA,3,1,0,1,0,1,AUTOBUS|FERROCARRIL|TRANVIA,3,1,0,1,0,1,137.50987083139756,63.66197723675813,38.833806114422465,0.012913223140495868,0.490300991187029,0.12590471182995822,0.6,1,0,0,0.4577714135489874,35.5,SOPORTE_FISICO_BAJO,33,MONOMODAL,50.0,15.972222222222221,20.833333333333336,69.44444444444444,46.18055555555556,50.34722222222222,108,122,108,14,85.0,INTERMODALIDAD_MUY_ALTA,3,15.972222222222221,15.972222222222221,47.5905,12.5905,60.0,37.7588,52.5226,73.8715,38.0787,39.62,38.19,90,90,CENTRALIDAD_ESTRUCTURAL_BAJA,CENTRALIDAD_ESTRUCTURAL_BAJA,-21.79,0.0,CENTRALIDAD_SECUNDARIA,9.58,122
84,1,3,3,10,0,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,15.278874536821952,3.819718634205488,3.183098861837907,0.0007747933884297521,0.18495368961100384,0.0,0.2,0,0,0,0.13999999999999999,11.49,SOPORTE_FISICO_MUY_BAJO,138,MONOMODAL,50.0,34.72222222222222,44.44444444444444,23.26388888888889,46.18055555555556,50.34722222222222,109,95,109,14,33.0,INTERMODALIDAD_BAJA,138,34.72222222222222,34.72222222222222,16.7796,0.0,20.0,11.5964,16.7188,38.6285,45.9491,27.05,12.5,127,127,CENTRALIDAD_ESTRUCTURAL_BAJA,CENTRALIDAD_ESTRUCTURAL_MUY_BAJA,23.13,23.13,CENTRALIDAD_SECUNDARIA,30.09,82
117,1,8,9,14,0,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,40.74366543152521,11.459155902616464,4.45633840657307,0.0023243801652892563,0.29664455240180393,0.0,0.2,0,0,0,0.13999999999999999,15.42,SOPORTE_FISICO_MUY_BAJO,129,MONOMODAL,50.0,15.277777777777779,20.13888888888889,69.44444444444444,46.18055555555556,50.34722222222222,110,123,110,13,39.0,INTERMODALIDAD_BAJA,129,15.277777777777779,15.277777777777779,27.8703,0.0,20.0,16.0676,18.3681,32.5521,37.8472,20.94,5.56,137,137,CENTRALIDAD_ESTRUCTURAL_BAJA,CENTRALIDAD_ESTRUCTURAL_MUY_BAJA,-0.79,0.0,CENTRALIDAD_SECUNDARIA,9.17,123
120,1,35,60,121,3,3,8,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,178.25353626292278,76.39437268410977,38.515496228238675,0.015495867768595042,0.5114387677034817,0.25180942365991643,0.4,1,0,0,0.3555428270979749,34.43,SOPORTE_FISICO_BAJO,41,MONOMODAL,50.0,14.583333333333334,19.444444444444446,69.44444444444444,46.18055555555556,50.34722222222222,111,124,111,13,70.0,INTERMODALIDAD_MEDIA,16,14.583333333333334,14.583333333333334,49.7577,25.1809,40.0,38.134,42.5105,67.7951,37.6157,36.34,31.94,99,99,CENTRALIDAD_ESTRUCTURAL_BAJA,CENTRALIDAD_ESTRUCTURAL_BAJA,-23.55,0.0,CENTRALIDAD_SECUNDARIA,8.75,124
121,1,24,30,62,0,0,1,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,122.23099629457562,38.197186342054884,19.735212943395023,0.007747933884297521,0.4314334042643508,0.0,0.2,0,0,0,0.13999999999999999,20.22,SOPORTE_FISICO_BAJO,110,MONOMODAL,50.0,13.88888888888889,18.75,69.44444444444444,46.18055555555556,50.34722222222222,112,125,112,13,40.0,INTERMODALIDAD_BAJA,115,13.88888888888889,13.88888888888889,41.5647,0.0,20.0,21.5807,19.8438,43.4028,37.3843,23.78,9.03,132,132,CENTRALIDAD_ESTRUCTURAL_BAJA,CENTRALIDAD_ESTRUCTURAL_MUY_BAJA,-7.69,0.0,CENTRALIDAD_SECUNDARIA,8.33,125
88,1,20,39,97,2,3,5,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,101.85916357881302,49.65634224467134,30.876058959827695,0.010072314049586776,0.46159341995125097,0.25180942365991643,0.4,1,0,0,0.3555428270979749,32.6,SOPORTE_FISICO_BAJO,52,MONOMODAL,50.0,32.63888888888889,42.36111111111111,23.26388888888889,46.18055555555556,50.34722222222222,113,98,113,15,70.0,INTERMODALIDAD_MEDIA,16,32.63888888888889,32.63888888888889,44.6499,25.1809,40.0,36.0718,42.5105,62.6736,45.2546,41.24,42.36,84,84,CENTRALIDAD_ESTRUCTURAL_MEDIA,CENTRALIDAD_ESTRUCTURAL_MEDIA,-3.43,0.0,CENTRALIDAD_SECUNDARIA,19.58,101
90,1,17,37,88,0,3,6,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL|TRANVIA,3,1,0,1,0,1,AUTOBUS|FERROCARRIL|TRANVIA,3,1,0,1,0,1,86.58028904199107,47.10986315520102,28.01126998417358,0.009555785123966942,0.4555278610995459,0.25180942365991643,0.6,1,0,0,0.4955428270979749,37.38,SOPORTE_FISICO_BAJO,24,MONOMODAL,50.0,31.25,40.27777777777778,23.26388888888889,46.18055555555556,50.34722222222222,114,100,114,14,85.0,INTERMODALIDAD_MUY_ALTA,3,31.25,31.25,44.0291,25.1809,60.0,40.5715,55.6702,61.8056,44.5602,44.38,51.39,71,71,CENTRALIDAD_ESTRUCTURAL_MEDIA,CENTRALIDAD_ESTRUCTURAL_MEDIA,-9.32,0.0,CENTRALIDAD_SECUNDARIA,18.75,103
123,1,12,17,29,1,1,2,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,61.11549814728781,21.645072260497766,9.23098669932993,0.004390495867768595,0.36690985424200945,0.12590471182995822,0.4,1,0,0,0.3177714135489874,26.06,SOPORTE_FISICO_BAJO,89,MONOMODAL,50.0,12.5,15.277777777777779,69.44444444444444,46.18055555555556,50.34722222222222,115,127,115,12,70.0,INTERMODALIDAD_MEDIA,16,12.5,12.5,34.9848,12.5905,40.0,27.9308,39.3629,61.0243,36.2269,31.38,20.14,116,116,CENTRALIDAD_ESTRUCTURAL_BAJA,CENTRALIDAD_ESTRUCTURAL_BAJA,-15.43,0.0,CENTRALIDAD_SECUNDARIA,7.5,127
92,1,6,25,71,0,1,5,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,30.557749073643905,31.830988618379067,22.600001919049138,0.006456611570247934,0.4105906428291123,0.12590471182995822,0.4,1,0,0,0.3177714135489874,27.62,SOPORTE_FISICO_BAJO,81,MONOMODAL,50.0,30.555555555555557,39.58333333333333,23.26388888888889,46.18055555555556,50.34722222222222,116,101,116,15,70.0,INTERMODALIDAD_MEDIA,16,30.555555555555557,30.555555555555557,39.4357,12.5905,40.0,29.7227,39.3629,65.1042,44.3287,38.67,34.72,95,95,CENTRALIDAD_ESTRUCTURAL_BAJA,CENTRALIDAD_ESTRUCTURAL_BAJA,0.83,0.83,CENTRALIDAD_SECUNDARIA,18.67,104
93,1,29,43,103,1,2,6,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,147.6957871892789,54.749300423612,32.78591827693044,0.011105371900826446,0.47285969214745543,0.19955424691458712,0.4,1,0,0,0.3398662740743761,31.71,SOPORTE_FISICO_BAJO,56,MONOMODAL,50.0,29.86111111111111,38.88888888888889,23.26388888888889,46.18055555555556,50.34722222222222,117,102,117,15,70.0,INTERMODALIDAD_MEDIA,16,29.86111111111111,29.86111111111111,45.8035,19.9554,40.0,34.7744,41.2041,61.9792,44.0972,39.6,37.5,91,91,CENTRALIDAD_ESTRUCTURAL_BAJA,CENTRALIDAD_ESTRUCTURAL_BAJA,-4.91,0.0,CENTRALIDAD_SECUNDARIA,17.92,106
127,1,5,6,20,0,0,1,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL|FLUVIAL,3,1,0,1,1,0,25.464790894703256,7.639437268410976,6.366197723675814,0.0015495867768595042,0.25358849344279244,0.0,0.2,0,0,0,0.13999999999999999,13.9,SOPORTE_FISICO_MUY_BAJO,134,MONOMODAL,50.0,10.416666666666668,13.194444444444445,69.44444444444444,46.18055555555556,50.34722222222222,118,130,118,12,36.0,INTERMODALIDAD_BAJA,134,10.416666666666668,10.416666666666668,23.5531,0.0,20.0,14.3286,17.6736,52.5174,35.5324,21.67,6.25,136,136,CENTRALIDAD_ESTRUCTURAL_BAJA,CENTRALIDAD_ESTRUCTURAL_MUY_BAJA,-3.91,0.0,CENTRALIDAD_SECUNDARIA,6.25,130
130,1,19,35,83,1,2,4,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,96.76620539987236,44.563384065730695,26.419720553254628,0.009039256198347107,0.44913236307384297,0.19955424691458712,0.4,1,0,0,0.3398662740743761,30.84,SOPORTE_FISICO_BAJO,62,MONOMODAL,50.0,9.722222222222223,12.5,69.44444444444444,46.18055555555556,50.34722222222222,119,131,119,12,70.0,INTERMODALIDAD_MEDIA,16,9.722222222222223,9.722222222222223,43.3746,19.9554,40.0,33.7937,41.2041,73.1771,35.3009,34.11,26.39,107,107,CENTRALIDAD_ESTRUCTURAL_BAJA,CENTRALIDAD_ESTRUCTURAL_BAJA,-24.07,0.0,CENTRALIDAD_SECUNDARIA,5.83,131
96,1,1,5,13,0,0,1,FERROCARRIL,1,1,0,0,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,5.092958178940651,6.366197723675814,4.138028520389279,0.0012913223140495868,0.23483860732538517,0.0,0.4,1,0,0,0.27999999999999997,18.24,SOPORTE_FISICO_MUY_BAJO,120,MONOMODAL,50.0,28.47222222222222,36.11111111111111,23.26388888888889,46.18055555555556,50.34722222222222,120,104,120,16,60.0,INTERMODALIDAD_MEDIA,113,28.47222222222222,28.47222222222222,21.6873,0.0,40.0,18.3266,26.3194,59.2014,43.1713,31.58,20.83,115,115,CENTRALIDAD_ESTRUCTURAL_BAJA,CENTRALIDAD_ESTRUCTURAL_BAJA,10.15,10.15,CENTRALIDAD_SECUNDARIA,21.14,99
133,1,4,7,18,1,2,3,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,20.371832715762604,8.91267681314614,5.729577951308232,0.0018078512396694215,0.26975599025240704,0.19955424691458712,0.4,1,0,0,0.3398662740743761,24.46,SOPORTE_FISICO_BAJO,97,MONOMODAL,50.0,7.638888888888889,10.416666666666668,69.44444444444444,46.18055555555556,50.34722222222222,121,134,121,13,67.0,INTERMODALIDAD_MEDIA,100,7.638888888888889,7.638888888888889,25.1694,19.9554,40.0,26.4649,33.4784,72.3958,34.6065,29.92,16.67,121,121,CENTRALIDAD_ESTRUCTURAL_BAJA,CENTRALIDAD_ESTRUCTURAL_MUY_BAJA,-18.83,0.0,CENTRALIDAD_SECUNDARIA,4.58,134
100,1,0,0,3,0,0,1,,0,0,0,0,0,0,,0,0,0,0,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,0.0,0.0,0.954929658551372,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,SOPORTE_FISICO_MUY_BAJO,143,MONOMODAL,50.0,26.38888888888889,34.02777777777778,23.26388888888889,46.18055555555556,50.34722222222222,122,107,122,15,0.0,SIN_INFRAESTRUCTURA_500M,143,26.38888888888889,26.38888888888889,0.0,0.0,0.0,0.0,11.0243,41.4062,42.4769,20.58,3.47,140,140,CENTRALIDAD_ESTRUCTURAL_BAJA,CENTRALIDAD_ESTRUCTURAL_MUY_BAJA,26.39,26.39,CENTRALIDAD_SECUNDARIA,26.39,89
101,1,5,8,25,0,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,25.464790894703256,10.185916357881302,7.957747154594767,0.002066115702479339,0.28396708285127487,0.0,0.2,0,0,0,0.13999999999999999,14.97,SOPORTE_FISICO_MUY_BAJO,132,MONOMODAL,50.0,25.694444444444443,33.33333333333333,23.26388888888889,46.18055555555556,50.34722222222222,123,108,123,15,38.0,INTERMODALIDAD_BAJA,132,25.694444444444443,25.694444444444443,26.595,0.0,20.0,15.5538,17.934,40.625,42.2454,25.5,9.72,131,131,CENTRALIDAD_ESTRUCTURAL_BAJA,CENTRALIDAD_ESTRUCTURAL_MUY_BAJA,10.14,10.14,CENTRALIDAD_SECUNDARIA,19.47,102
134,1,5,7,22,0,1,3,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,25.464790894703256,8.91267681314614,7.002817496043395,0.0018078512396694215,0.26975599025240704,0.12590471182995822,0.4,1,0,0,0.3177714135489874,22.62,SOPORTE_FISICO_BAJO,104,MONOMODAL,50.0,6.944444444444445,9.027777777777777,69.44444444444444,46.18055555555556,50.34722222222222,124,135,124,11,67.0,INTERMODALIDAD_MEDIA,100,6.944444444444445,6.944444444444445,25.1694,12.5905,40.0,23.9794,31.6372,76.9097,34.1435,29.36,15.62,122,122,CENTRALIDAD_ESTRUCTURAL_BAJA,CENTRALIDAD_ESTRUCTURAL_MUY_BAJA,-17.03,0.0,CENTRALIDAD_SECUNDARIA,4.17,135
105,1,14,29,81,1,3,5,AUTOBUS|FERROCARRIL|TRANVIA,3,1,0,1,0,1,AUTOBUS|FERROCARRIL|TRANVIA,3,1,0,1,0,1,AUTOBUS|FERROCARRIL|TRANVIA,3,1,0,1,0,1,71.30141450516912,36.92394679731972,25.783100780887047,0.0074896694214876035,0.42754994286110287,0.25180942365991643,0.6,1,0,0,0.4955428270979749,36.37,SOPORTE_FISICO_BAJO,31,MONOMODAL,50.0,22.916666666666664,30.555555555555557,23.26388888888889,46.18055555555556,50.34722222222222,125,112,125,13,85.0,INTERMODALIDAD_MUY_ALTA,3,22.916666666666664,22.916666666666664,41.1678,25.1809,60.0,39.4185,55.6702,64.9306,41.3194,41.74,44.44,81,81,CENTRALIDAD_ESTRUCTURAL_MEDIA,CENTRALIDAD_ESTRUCTURAL_MEDIA,-16.5,0.0,CENTRALIDAD_SECUNDARIA,13.75,114
140,1,9,18,42,0,0,3,AUTOBUS,1,0,0,1,0,0,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,45.83662361046586,22.91831180523293,13.36901521971921,0.0046487603305785125,0.3733429004851337,0.0,0.2,0,0,0,0.13999999999999999,18.14,SOPORTE_FISICO_MUY_BAJO,121,MONOMODAL,50.0,3.4722222222222223,3.4722222222222223,69.44444444444444,46.18055555555556,50.34722222222222,126,140,126,14,40.0,INTERMODALIDAD_BAJA,115,3.4722222222222223,3.4722222222222223,35.6393,0.0,20.0,19.1947,19.8438,46.6146,32.2917,20.03,2.78,141,141,CENTRALIDAD_ESTRUCTURAL_BAJA,CENTRALIDAD_ESTRUCTURAL_MUY_BAJA,-15.72,0.0,CENTRALIDAD_SECUNDARIA,2.08,140
108,1,5,14,29,0,2,5,AUTOBUS,1,0,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,25.464790894703256,17.82535362629228,9.23098669932993,0.003615702479338843,0.34518442464383275,0.19955424691458712,0.4,1,0,0,0.3398662740743761,27.12,SOPORTE_FISICO_BAJO,83,MONOMODAL,50.0,20.833333333333336,26.38888888888889,23.26388888888889,46.18055555555556,50.34722222222222,127,115,127,12,70.0,INTERMODALIDAD_MEDIA,16,20.833333333333336,20.833333333333336,32.778,19.9554,40.0,29.5269,41.2041,55.2951,39.9306,34.16,27.08,106,106,CENTRALIDAD_ESTRUCTURAL_BAJA,CENTRALIDAD_ESTRUCTURAL_BAJA,-8.69,0.0,CENTRALIDAD_SECUNDARIA,12.5,117
142,1,25,48,128,3,4,11,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL|FLUVIAL|TRANVIA,4,1,0,1,1,1,127.32395447351627,61.11549814728781,40.74366543152521,0.012396694214876033,0.4855760191199227,0.2923416876766772,0.4,1,0,0,0.3677025063030031,34.49,SOPORTE_FISICO_BAJO,40,MONOMODAL,50.0,2.083333333333333,2.083333333333333,69.44444444444444,46.18055555555556,50.34722222222222,128,142,128,14,70.0,INTERMODALIDAD_MEDIA,16,2.083333333333333,2.083333333333333,47.1063,29.2342,40.0,38.431,43.5238,75.7812,31.8287,33.49,25.0,109,109,CENTRALIDAD_ESTRUCTURAL_BAJA,CENTRALIDAD_ESTRUCTURAL_BAJA,-36.35,0.0,CENTRALIDAD_SECUNDARIA,1.25,142
109,1,13,18,57,1,2,6,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,66.20845632622846,22.91831180523293,18.14366351247607,0.0046487603305785125,0.3733429004851337,0.19955424691458712,0.4,1,0,0,0.3398662740743761,28.13,SOPORTE_FISICO_BAJO,78,MONOMODAL,50.0,20.13888888888889,25.694444444444443,23.26388888888889,46.18055555555556,50.34722222222222,129,116,129,13,70.0,INTERMODALIDAD_MEDIA,16,20.13888888888889,20.13888888888889,35.6393,19.9554,40.0,30.6799,41.2041,66.4062,39.6991,35.88,31.25,100,100,CENTRALIDAD_ESTRUCTURAL_BAJA,CENTRALIDAD_ESTRUCTURAL_BAJA,-10.54,0.0,CENTRALIDAD_SECUNDARIA,12.08,119
143,1,10,20,40,1,1,2,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,50.92958178940651,25.464790894703256,12.732395447351628,0.005165289256198347,0.3852407435141075,0.12590471182995822,0.4,1,0,0,0.3177714135489874,26.71,SOPORTE_FISICO_BAJO,84,MONOMODAL,50.0,1.3888888888888888,1.3888888888888888,69.44444444444444,46.18055555555556,50.34722222222222,130,143,130,13,70.0,INTERMODALIDAD_MEDIA,16,1.3888888888888888,1.3888888888888888,36.8507,12.5905,40.0,28.6814,39.3629,66.2326,31.5972,28.55,13.89,125,125,CENTRALIDAD_ESTRUCTURAL_BAJA,CENTRALIDAD_ESTRUCTURAL_MUY_BAJA,-27.29,0.0,CENTRALIDAD_SECUNDARIA,0.83,143
144,1,12,30,69,0,3,6,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL,2,1,0,1,0,0,AUTOBUS|FERROCARRIL|TRANVIA,3,1,0,1,0,1,61.11549814728781,38.197186342054884,21.963382146681557,0.007747933884297521,0.4314334042643508,0.25180942365991643,0.4,1,0,0,0.3555428270979749,31.51,SOPORTE_FISICO_BAJO,57,MONOMODAL,50.0,0.6944444444444444,0.6944444444444444,69.44444444444444,46.18055555555556,50.34722222222222,131,144,131,13,70.0,INTERMODALIDAD_MEDIA,16,0.6944444444444444,0.6944444444444444,41.5647,25.1809,40.0,34.8284,42.5105,71.9618,31.3657,31.35,19.44,117,117,CENTRALIDAD_ESTRUCTURAL_BAJA,CENTRALIDAD_ESTRUCTURAL_MUY_BAJA,-34.13,0.0,CENTRALIDAD_SECUNDARIA,0.42,144
